,tweet
0,🥺🥺 그치만요 그치만요 잠은 죽어서 자는거랬어요 제가 자는 사이에 놓칠 연성들을 생각하면 가슴이 막이러기
1,시즌3 바이브 보인다🥺 벌써행복해💖
2,현구 어디로 갔을까🥺
3,티는 못 내구 있지만 정말 좋아하는 분 중 한 분 🥺 믿음도 크고 익명 님 보면서 많은 걸 배우고 느낍니다 😌 보정도 깔끔하게 하셔서 볼 때마다 깜짝깜짝 놀라요 익명 님의 캐릭터까지 사랑스러워 보여서 모두 꼭 안아주고 싶어 🥹🫶🏻
4,1326 앗 ㅋㅋㅋㅋ 완전 귀여워요🥺🥺
5,913  케이넴 저 요즘 밤깅이땜에 힘들어요 🥺🤯 밤프될판이에요
6,540086 무조건 받으러오시와여🥺
7,12 으아 아프지 마셔요🥺
8,진짜 양도하시는 분 계시면 디엠쭈세요🥺 144
9,7 진촤 너무 귀엽따🥺
10,헐헐 공주님 🥺👀
11,시그널라이즈 샤메도 찍을 수 잇나요🥺
12,저를 두고🥺🥺
13,1234 엑 세개 넘 무겁지않겠어요🥺🥺🥺🥺
14,으아아앙 🥺💙 감사해요 😭 이제 오늘 하루도 얼추 끝났구 수요일이니까 반 왔네용   쨈만 더 힘내보자요 〰️🫶🏻
15,슌 해주세요🥺
16,37332 소혜 좋아하면 세라도 같이 온 보람을 느끼겠죠 여기부터 저기까지 다 주세요 하고 둘이 케이쿠 뇸뇸하는 모습이 보여서 너무 귀여워요 🥺
17,예뻐🥺😍 82
18,앑 맘 부탁드려욥🥺 89
19,❤️트친분들이랑❤️ 디코하면서 그린 드림캐 오버블롯  그냥 망나니가 되어버린 이름은 엘시아 입니다🥺 155
20,주세요 저 완전 떨려요🥺🥺🥺🥺
21,마크야아🥺
22,준서가 짱이야 진짤루🥺  준서밖에 없어 나는 92
23,사실 한국에서 보시려면 우회해서 티버로 보거나 해야 돼요 충분한 답이 됐을지 모르겠네요🥺🥺
24,시키려구 🥺
25,00510587 흐어억🥺🖤🖤 따뜻한 냥고새앰ㅠㅠ 55
26,너무 귀여워요🥺 사랑해요💜
27,헉 지금 수도권이 난리났나봐요 저는 중부쪽이라🥺
28,ㅤㅤ ㅤㅤ       🥺 ㅤㅤ ㅤㅤ
29,삐진거야🥺
30,그래서 세정버블이 와서 그러는거냐구요 아니요 그냥 제가 갑자기 이 새벽 1시에 버블에 빠진거에요 세정버블 정독하고 잘게요 좋은 글귀 말들 진짜 많아요 다들 세정버블 하세요🥺👍 세정버블
31,1114 유타는 많은데 저랑 해줄 저보다 큰 유타가 안보여요🥺😭😭😭😭 어딘가에 있겠지
32,980905 비 오는 날이랑 아픈 날엔 등산하는거 아니예요🦝🥺 비 오는거 구경해요ㅎㅎ🦝😊
33,덕자 20이용 🥺🙏🏻
