,tweet
0,429645070 그상사병 걸렸다는건 닭껍질감튀피자긴한데 위로해줘서 고마버요🥹 아직 헤어지진 않아쓰요ㅋㅋㅋㅋ 권태기라 주글 것같지만😭멀 위로를 못해요 잘하시믄서 진짜 고마와요마니 따랑하는거 알져🧡💛🥺
1,사귀기까지의 과정이 험난했지만 사귀고 나서부턴 본격적인 나기이바 가 좋다 워낙 대시하고 거리 유지하고 한 기간이 길어서 일 할 때의 거리감 자체는 평소대로인데 둘만 있을 때는 확실하게 연인 대우 해주는 🐍 좋지않아 가끔은 먼저 유혹 도발까지 해오는 🐍랑 기꺼이 넘어가주는 🍎😭
2,4025 저 지금 회사에서 느닷없이 우는 여자 됐어요•••••• 너무너무 영광입니다 넘 귀여워요 밋쨩 전용 인간 스티커북 된 고바야시라니 😭😭😭😭🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻
3,니네가 몰알아 😭😭😭 4
4,풍설무쌍 해보고싶은데 나 쓰리디멀미때매 야숨도 못함 사지않는게좋겠지😭
5,결혼진행상황 가끔 가족들한테 말하면 좋은 얘기를 들은 적이 없다 위축되고 눈물 또륵또륵 흘리고 다니는데 어쩌다 알게된 플로리스트님이 커플스냅 드레스 고른것도 칭찬해주시고 어울리는 헤어 사진도 보내주셔서 마치 가뭄의 단비 너무너무 감사하당😭
6,재고 판매여서 빠를 줄 알았는데🙃 심지어 내 것만 산 게 아니라 트친 한 명도 같이 구매한 거라서 더 걱정이야 더비존에서 만날 때 주기로 약속했거든😭😭
7,2 같이 울래요 😭
8,23 받자마자 바로 쓰기✨️ 샘 실제로 보니까 넘나 반가운❣️ 이거 열어봤는데 간식 너무 많이 넣어주셔서 놀랐어요😯 전별 거 못 드렸는데더 많이 넣어드릴걸 하고 후회중입니다 지금🥲 홍 예쁜 거 챙겨주셔서 감사해요😭💗 5
9,ㅡ끄야랴ㅠㅠ 후씨 많이 보고싶엇다구😭😭😭😭
10,빨리 30일 왔으면😭 보구시퐁
