,tweet
0,미애니트친소 서양애니트친소 메인 읽고 흔적 부탁드립니다 트친소표에 없는 애니들도 봅니다🙂 좋아해요는 본진입니다 봤어요 보는중은 덕질하고 있는 장르라고 생각해주세요  잡덕이라서 애니 외 코믹스소설영화 언급 잦습니다 무멘팔로 찾아갈게요😊❤️ 6
1,노을과 바다 함께 어우러져 아름다운 지민🙂                        08
2,멀리서나마 사진으로 보는데도 좋아요🙂 즐거운시간 보내세요❣️
3,10짜리 하나 남았는데 선생님이 진짜 중요한 일 있으면 그거 하나 보태서 30 먹어보래 내일 빡세게 해야하니까 30 먹어볼게🙂
4,🧐애더럴팝니다 애더럴판매 🙂자낙스팝니다 자낙스판매 02
5,925 근육통 등의 기타증상은 전혀없네용🙂
6,온앤오프 효진 포카 양도합니다  앨범도 같이 갖고 싶다면 말해 주세요 편하게 디엠 주세요 🙂  온앤오프 온옾 효진 김효진 엠케이 민균  싸인 폴라 양도 교환 컴플리트 컴플 사랑하게될거야 사될 와이  스쿰빗스위밍 스스 뷰티풀뷰티풀 뷰뷰 춤춰 여름쏙 구스범스 호빵포카
7,리그램  0702   작소동 울 슈스님 😍 신기한 생명체와 운명적인 이끌림으로 오늘도 사랑앓이 중🤗💚 리그램     야무진 귀요미🙂  미트1회💚 정동원   미스터트롯  트롯오디션 탑6 보릿고개 2
8,씨익🙂
9,123 소고기사줄거지😀😄😁😆😅🤣😂🙂😉😊😍
10,73 아니면 위의 캡쳐 처럼 설정 ; 일반 ; 키보드 ; 텍스트 대치로 들어가서 자주 쓰는 단어나 이모지를 미리 넣어두는 것도 가능합니다 🙂
11,잼써따 극장판 20개 넘어서 하나씩 정주행하면 처음에 본건 이미 흐릿한게 단점이면서 장점✨️🙂👍
12,방탄소년단 정국 팝 아이돌 최초최장 美빌보드 ＇핫100＇ 5주 연속 차트인新기록  8939   ✨💜   🙂     💜✨  ✧   ♡   ✧ 정국 ジョングク 田柾國
13,ᅠ ᅠᅠ   🙂             ᅠᅠ ᅠᅠ
14,제가  좀 작으니까 여유있게 3032인치쯤으로 사시면 충분하지 않을까 예상합니다🙂
15,이벤트는 8월 5일 23시까지 할게요 🙂 암캐년들 와서 상담 받아 라인   협박플 보평 19 5
16,3522 🙂  왜 저 놀려요
17,1102 조심히 다녀오세요ᐟᐟ 🙂
18,맙소사 태형 매 순간 신기록 달성 축하해 대단해😄😃👌🏻👌🏻🧡  태형아 나 오늘 수능떨어져서 기분이 안 좋은데 왜 내가 바라는지 모르겠고 좋은 말을 하고 싶다🌈💔🙂 2
19,에디 얼굴 봐서 넘 좋지만 웬일인가 싶었더니 샌드맨 주연이 에디의 가장 친한 친구 톰 스터리지라이크 마인드 나이젤였다🙂
20,고마워 잘쓸게🙂
21,저처럼 단순하게 지어보세요 🙂👍 아조땟다의 아조
22,우지요 이벵 감사합니다🙂
23,모쪄님 생일 축하해요 🙂 오늘은 모쪄님의 날  모쪄님이 짱이다 💜 오늘 하루 행복만 가득가득하길 바랄게요 맛있는 것도 잔뜩 먹고 즐겁고 행복한 생일 보내셔요 😘 63
24,오빠 난 안 어린데 동생하고싶어요🙂🙂 6
25,프리6주차특전 프리6주차특전 프리마지막주차특전    아사히레이   이쿠야 😘홍대 메박 영화 상영 중입니다 🥰직거래 우대 🙂영화상영끝나고 🙂바로가능합니다 🤗양도도 가능하니 디엠주세요 🤗양도 티켓값14입니다 6
26,담에 또 봐용🙂
27,카나토 🙂 이표정으로묵묵히블럭캐는거왜이렇게웃기지
28,오랜만에 노니까 재밋긴 햇둥🙂
29,🙂그냥저냥 먹음 🙁먹을수있지만 선호하지않음
30,1242010  هي ㅋㅋㅋㅋㅋ 🙂
31,으어 인강 과제들이랑 자습서 다 끝냈다 근데 학원 숙제 안 한 거 생각하니까 갑자기 머리 아프네 🙂 후딱 끝내야지
32,970913 아 그니까요😂 인쇄값 아끼려고 그랬나 모르겠지만🙂
33,1010 후기 반택부담 다 가능합니다 이벤트 열어주셔서 감사해요🙂
34,뭐 나중에 본 방송 찾아보도록 할게 며칠 후에 개봉하는 페로로질라  카이텐저 영화도 같이 보자꾸나 히후미   제 가방과는 다소 어울리지 않는 키링이지만 왠지 모르게 입가엔 미소가 짓어집니다  🙂
35,93 잘 자🙂
36,마린룩없는 한시간 너무 즐거웠네요🙂
37,라인친구가 마니 늘어났다 모두 오토메겜친구들🙂
38,전 어차피 안가여 🙂
39,세븐틴 도겸 포카 양도합니다 편하게 디엠 주시고 에눌도 가능합니다 제시 비싸게 안받아요 급전이에요 사시면 비공굿도 넣어드릴게요🙂 표시된 거는 이미 다 팔렸습니다  세븐틴 포카 양도 에스쿱스 정한 조슈아 준 호시 원우 우지 디에잇 민규 도겸 승관 버논 디노 세븐틴 교환 양도
40,아이돌이 될 계획은 아니었다 카카오페이지에 있어요🙂🙂🙂 철학과아이돌입니다 690 0
41,감안님 저요🙂
42,ᅠ ᅠᅠ    🙂🙂🙂  ᅠᅠ ᅠᅠ
43,필립스 1200 시리즈 전자동 에스프레소 커피 머신 🙂필립스 에스프로레소머신   🔔144  이 포스팅은 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다 홈카페 커피머신 에스프레소머신 전자동 필립스 87
44,🧐애더럴팝니다 애더럴판매 🙂자낙스팝니다 자낙스판매 989
45,바다 왔어요🙂
46,뉴욕은 새벽 1시군아 🙂
47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 완전 웃겨 혹시 나중에 유튜버 하면 봐줘 하지 않을 것 같지만 🙂
48,밤 11시 경에 쓴 글을 아침에 봐서 별안간 우는 여성 눈물 닦아드리기 사냥꾼이었던 과거와 그저 여행자라는 갭이 맛있는것 같아서 조리해봤는데 눈물맛이었을줄은🙂🥂
49,170510220509 저 캡쳐가 개별영상신고 캡쳐여요 🙂
50,오늘 테니스씬 전 후 대사상황 다 쓰기 귀찮아서 대사만 쓰는거 맞음  걱쩡붙드러매용 라이툐 쫌 치네여 후웅 녜🙂 저 아무말도 안했는데 녜 키라를 너무나 사랑한 나머지 키라가 그라데이션 저음 시키는 일은 뭐든지 할 것 같긴 하네요
51,힘을 내셔서 화이팅입니닷111111🙂❣️❣️❣️❣️💛💛💛💛
52,우와 이거 너무 이쁘당🙂
53,페이스캠 아껴놨다가 이따 봐야징 🙂🙃🙂🙃🙂
54,02020 웃고계신거같네요🙂
55,94 네 저는 찜닭 먹었어용 🙂🙃 더운데 밥 잘 챙겨드셔야대요 쥬리님
56,호오 미니선풍기에 이물질이 날개에 걸리면 정지하는 기능이 탑재되어있군요 어떻게 알았냐고요  비밀입니다 🙂
57,☣ 홍대 가평서비스추천 천안야식추천광주아는형님  🙂
58,날 너무 더워서 컴 앞에 잇는게 힘듬🙂
59,하ㅠㅠㅠ 소하가 해달라고 졸라서요츠바랑ㅠ 아니진짜 넘 찰떡이고 넘 귀여워여ㅠㅠ 자러가려다 마지막으로 탐라들어왔는데 호시님 연성이랑 눈 마주쳤잖아요 너무 행복한 밤입니다 감사합니다🙂🙂🙂
60,101333333 9011013 철두철미🙂🙃
61,아휴가 끝이네🙂🔫
62,근데 댄스크루들 너무 좋다 다양한 피부색 성별 신체사이즈 각양각색의 사람들이 같은 춤을 추는데 각자만의 춤선이 있어 그게 너무 자유롭고 좋아보여 기분 좋게하는 추임새도 좋고 호비도 좋은 기운을 받았을 것 같음 🙂         075
63,임영웅 유튜브 뭣이중헌디 1200만뷰  너 하나만 바라보고 갈께 🙂 영원히 임영웅  임영웅정규앨범 임영웅음원강자 임영웅팬덤 임영웅유튜브 출처조선편집하늘맘;영심 3424
64,그럼요🙂
65,왜 늘어나냐고 아깐 3시간이라며     참아 시리 여자잖아 나  아 그러네  그후로 잠자코 기다리고 있음🙂
66,쟌모닝🌻 모두모두 쫀하루보내셔용🙂 쟈니도 좋은하루 보내😍 9
67,붕대 감겨진 강벼리씨🙂 13057
68,예의바른고영이표정🙂
69,광고  프림대바늘 양말뜨기 뜨개바늘추천 줄바늘 부드러운꺾임 알루미늄대바늘  구매를 원하시면 아래의 링크를 클릭👇 하세요🙂 95
70,늘 고마운 마음 조금이라도 표현할 수 있어서 기쁘고 감사했어요 근데 심지어 오늘도 여러분 덕분에 저도 즐거워버렸네요 못오신 분들 다음에 꼭 또 할게요🙂
71,히이러 이제그만할때도됏잖느냐 니형은 🙂도리도리 차기군주자리는 이제 🙂도리도리도리 어억🤦‍♀️ 털썩
72,2254 저두 항상하다보면 무리엄청할때도 있고 제실수 땜에 전멸하는 상황이 다반사라 전 그럴수도 있다고 생각해요🙂
73,콜렉트북 양도합니다  코랄트리 13  아이마켓 23 투명프레임 포함 ❌️ 산리오 코기뮹 ❌️  전부 1단이고 속지 하자는 없으나 겉은 약간의 사용감 있을 수 있습니다 편하게 문의 주세요🙂
74,19 게다가 여기서 또 뺏길우려도 있으니🙂🙃🙂🙃
75,열었습니다 🙂
76,아앗 전 저런걸 하고 다닌답니다 🙂 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 난 몰으겄다 옷이 업서
77,22 그 뒤돌아서 나가주세요🙂
78,산리오 쿠로미 인형옷 사이즈 양도   준미포 10  편하게 디엠 주세요🙂  10깅 인형옷 솜인형 케이프 키티 마이멜로디 쿠로미 시나모롤 폼폼푸린 망토 치타리 산리오장터 산리오벼룩 마크 천러 재민 마크 해찬 지성 런쥔 제노 팝업 10 럭드 엔시티 포토카드 포카 엔드림 세븐틴 투바투 몬스타엑스 4
79,계속 다가가도 싫어하지 마세여😏🙂
80,위아이 아육대 공방포카 교환 구합니다아🙂간절해요ㅠ 저 준서 😇 요한  위아이 장대현 김동한 유용한 김요한 강석화 김준서 아육대 공방 포카 교환 거래 양도 옾채로 연락주세요
81,아넵🙂
82,쫀아침이에요🙂
83,11 좋은데요 연성은 가슴이 시키는대로 🙂
84,아이 러브 당신       의 남자친구🙂❣️
85,이거 ㅍㄹㄴ 님이 잘못하셨으면서 저희 회사 전 이름 입에 올리지도 마세요🙂 데뷔 전에 미술관에 디자인 유출된것도 당신때문아니었나 그때 분명 회사 차원에서 손해배상요구 안했잖아요 누가 누굴 용서 한다는 건지 모르겠네 졸업이후에 조용히 지낼 수 있나 싶었는데 참🤣
86,가만히 있어도 잘생김 숨만 쉬어도 잘생김 아무말 안해도 잘생김 이거 중증이죠🙂
87,웃을 때 입꼬리도 순하고 사랑스러워요 사람은 웃을 때 가장 아름답다 많이 웃도록🙂🙂🙂
88,일가기 시럭🙂
89,히힛 🙂💕 먕이는 역시 착하고 귀여워 그니까 아프지마아
90,0221 짱 맛있는거 먹고 짱 멋진 하루 보내애🙃🙂🙃🙂
91,♋ 나의낙 뽀뽀 주식 분명물먹었는데옷이흥건함  🙂
92,0814 😭😭슬프지만 그대신 다음 수메르캐는 확정이예요🙂수메르에서 원하는 캐를 뽑자구요
93,울고 싶지 않아 🙂
94,5 네 또 만나요 🙂
95,영화 한산 보러가자니까 오빠가 싫다고 함🙂 혼자라도 가겠다고 하니 그것도 안된대🙂 도대체 뭐 어쩌라는거야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
96,✅연두의 팁 연두허브오일은 반드시 가지에 발라 구워주시길 바랍니두 조금 짜다면 가지 양을 늘리거나 치즈 양을 줄여주시기 바랍니두🙏  또한 연두와 오일을 섞지 않고 넣을 경우 바로 증발해버려 탈 수 있습니두 한 면이 짜지거나 탈 수 있으니 반드시 섞어 가지에 바른 후 구워주시길 바랍니두🙂
97,저도 나름 말 안 하면 까칠하게 생겼어요🙂
98,나머지는 다른 분들이 정말 자세하게 적어주셔서 굳이 또 적을 필요는 없겠지요 어떤 이유로 비구매덕질이 정당화되는 일이 없었으면 합니다 일말의 죄책감을 덜어내기 위한 핑계니까요 그리고 불필요한 비난과 조롱 싸이버불링은 이제 좀 적당히 하시길 바랍니다 저녁 맛있게 드세요🙂
99,나 일주일가다가 포기한 사람이얍 🙂
100,🌞잊모닝 이준호  매일 기대하게 만드는🙂🙃  오늘도 무탈하자🙏  보쿠노 코노 오모이 나의 이 마음은 킷토 와카루하즈사 분명 알게 될 거야 모에루요오나 오모이 불타는 듯한 마음 죠오네츠와 코오라나이노사 열정은 얼어붙지 않는 거야 🎙    8  14
101,어니 오늘 애들 후디가 너므 기야움ㅠㅋㅋㅋㅋ 🙂
102,913 감사해요🙂
103,송도즈 슬로건 첫콘 현장수령 및 소량 현장판매 4시6시 진행 예정입니다 장소는 내일 공지하겠습니다🙂 5
104,오늘도 좋은 하루보내세요🙂
105,1122 다시는 여기서 붙어먹나 보라고 온갖 짜증 내면서도 예 착실하게 움직여줬으면 좋겠습니다🙂
106,7590   검고님도 합류하는거다뿅🙂
107,0510 ㅠㅠ 세상 제일예뿐걸로 쇽샥 골라서 데려오시길 여행때 날씨요정두 도와서 여행하기 딱 조은 날씨면 좋겠어요🙂🙂
108,쪼나에요🙂🙂
109,쟌프님 중에 혹시 이거 받으실분 있으실까요 정리하다 봤는데 샘플말고 한세트가 포장 된 채로 더 있더라구요 우편으로 보내드리려 합니다🙂 9
110,쀼쀼뺩뺨은 아기나 하는거라고🙂🙃🙂🙃
111,1시간 반 남은 시점에서 첫 화장실 다녀올게용🙂
112,힛🙂 초록띠가 되었답니다 195
113,819 과제 똑바로 안 해오면 죽여도 되는 거지 🔫🙂
114,항상 시작이 있으면 끝이 있다는 걸 알면서도 매번 힘들고 안타깝고 슬픈 감정이 드는 건 어쩔 수 없네 아직 마지막 아돌라는 못봤지만 형원이 말 덕에 조금은 덤덤하게 웃으면서 볼 수 있을 거 같애 1년 동안 수고했고 고마웠어🙂💚 247
115,애니얘기하지마 본가캐좋아할거면 본가플레이하면되잖라🙂👊
116,아 지갑 잃어버림 🚬🙂
117,514  앗싸 일단 난 결혼하는거네  신랑측 신부측 섞어 앉자 🙂 9760
118,현역 아이돌은 맞는데 🙂
119,ㄴ ㅔ 🙂🙃🙂🙃
120,꼬맹 그윽한 미소 🙂 39
121,금방  지나가겠지이 🙃🙂🙃🙂 6
122,소녀시대와다시만난15번째여름 1 어느새 15년이나됫네🙂
123,사웨 영통 우진이 판완전멤❌  앨범 포카 중에 ⬇️사진 ❌ 판완 그 외 아직 다 가능합니다 품절된건 이렇게 실시간 업뎃하니 남아있는건 편하게 문의주시면 됩니다🙂  프로필 옵카가 확인 빨라요 ✅ 운미포 04부터 거래합니다 4
124,아유 그럼요🙂
125,오늘 하루 수고했어🙂🫶🏻
126,은혼장터 카부키쵸장터   은혼 카구라 메탈 카드 04에 판매합니다 눈에 띄는 하자  디엠 후 글에 흔적 부탁드릴게요 🙂 6
127,봐바 나안취햇지 🙂🤣 3031
128,220804  영통 니키 우와 니키 이겼다아🙂🙂🙃 52
129,220804 비키라 277 방송🎶  허타람찌 야식으로 초밥 머겅ㅎㅎ 매번 전광판 어플로 소통해주는 귀여운 람디💕 유튜브로 사막여우 강아지 등 동물 영상 자주 찾아본다는 람디🙂 엠디 티셔츠랑 귀걸이 하고 온 이쁘니😊 오늘도 람디 덕분에 행복했어요💙 24
130,흐릿하게 보이는 예지 입매 🙂 쫀귀 6
131,아 견제되는 멤버가 없댘ㅋㅋㅋㅋ 자 기대해볼게 🙂
132,안녕하세요🙂 비와 천둥이 치고 이른 아침에 눈을 떴습니다☔️⚡️😳 오늘은 비 예보입니다☔️ 몸관리 잘하시고 멋진 하루 보내세요👍🏻✨
133,모두의 익명 질문을 모집 중  최근 답변한 질문 ● 지스타 갔어요 제 친구가  ● 쏘네옹 바부우우우 멍총이 ● 혜원님은 이솝님들 스킨중에 ● 나 누구겡🙂 질문상자 익명질문모집중
134,잘 자 🙂
135,스테이씨 포토카드 포카 양도합니다🙂     수민 시은 아이사 세은 윤 재이 3091
136,신교연  관음증이요 통제요 저는 그냥 카메라 아티스트랍니다🙂  작가의 날조입니다죄송합니다🙄
137,꺄아아아 슴콘 티켓 왔당🥰🤍 티켓 디자인 이뿌당🙂
138,구원혼지뭐시긴지 비켜봐 이원이 지금 20대여자애 누군지 궁금해서 10도씩 돌아가고있다고🙂🙃🙂🙃   근데이건 말먼저꺼내놓고 신경쓰지말라며 어그로끈 백승준이 잘못했다🔥🔥
139,꿀빵이 ☺️ 이름도 어쩜 꿀빵인지 ☘️🙂
140,0120 쫀아에요🙂
141,💡효진아 승준아 퓨즈와따💡 💟마스크 나눔  전주💟 ❤️창윤의 도시 이션의 전주❤️  6일 토요일 낮 밤공만 마스크 나눔 진행할게요🙂 5 7일에 필요하신 분은 따로 디엠주세요😍  6일 낮밤공 공연 전 1시간 전20분전 🐹 보라색 마스크는 94가 아니에요🐹  👈🏻참고 226804
142,규현🙂 브이 6
143,감사합니다 🙂
144,포스트잇 플래그 분류용 필름 9색견출 6839 🙂  플래그 분류용필름   🔔419  이 포스팅은 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다 문구 오피스 라벨 인덱스스티커  필름 9색견출 포스티잇 쓰리엠
