,tweet
0,아 아닌데요 😅
1,가가요😅
2,오우  전 달달한 음식을 아예 먹지 않는 사람이라 먹어볼 일은 없을 거 같네요 ㅎㅎ  😅
3,네 😅
4,항상이뿐말고운말만 해줄순없지만 공계에서 이상한말할때는제발여러번생각하고해주시긔 요즘엉덩이빠따로두들겨야되는사람들이 너무 많다 😅
5,아무래도 옷이 얇으니😅
6,메루카리 출고 시켰다 메모리얼 키링 전종 옵니다 두근두근세근😅 06
7,미리 스포되서 삭제됐나😅 39
8,용희 포카 ㄹㅈㄷ다 놓치면 바보😅😅
9,나트친네명밖에없는데 나한테영광이라고해라😅
10,갈아탈  ✈️ 연착 됐다고 해서 기다리는 중 나 기다리는거 짱 잘함😌 3년을 기다렸는데  8시간 쯤이야 이제4시간 남았다😅
11,제가쫌귀엽긴하죠😅
12,🫢 죄송합니다 😅 그림체 보고 멸치님으로 생각했나봐요 😭 그리고 별일 아니어서 다행이에요
13,아니야 😅
14,22 ㅋㅋㅋㅋㅋ 당연한 말씀이지요 바로 치근덕거리다가 멀어질지두😅 결국 검은 조직이 모로후시 히로미츠라는 본명을 묻기도 전에 스스로 🥹🔫했다는 점에서 그것조차 히로답구나 했어요 결국 그들입장에서는 얻어낸 정보가 하나도 없는 것이지요
15,베러님 사랑은 눈에 보여요🥰  하지만 전 아직 부족해요ㅋㅋㅋㅋㅋㅋㅋ 순덕의 길은 멀고도 험난하다😅
16,88 쩌는 잘 쓰고잇음 근데 심박수랑 진쫘 운동말고 잘안쓰긴해염😅 단독으로 또 못쓰고 폰이 잇긴잇어야 그치만 쪼음
17,92  맞는지는 모르겠지만 올려봅니다😅 6
18,마자마자요 사실 저 김경문 얼굴보고 좋아하잔아요    😅 최강미남들
19,그미안한테 디엠은 트위터알람을꺼놔서 더욱더안봐😅
20,돈존나깨졋어😅😅
