,tweet
0,갹 라원님 저야말로 잘부탁드려요😆😆
1,금손이라고 말씀해주시니 부끄럽네요😆 실물이 잘 나와야할텐데 ㅠㅠ
2,1226 호로롭 움쫩쫩 으흠음 랑님은 뭔가 토스트나 그런데에 발라먹기 좋은 부드러운 카야잼맛 아님 땅콩버터맛이 날것 같아요😆🧡🧡🧡
3,1127 드큘루시투명세트랑 엠마;루시 투명포카세트 가능할까요  731 밤공 전이요  😆
4,옛날 제 사진이지만 저의 귀여움으로 최면을 걸 수 있을 것 같아요 😆 0
5,0125 잊모닝 이예요 😆
6,지성아ㅏ💓 방금 동료분이 막 영별님 이러면서 급하게 오는거야 그래서 네 일터졌나요😰😰 이러고 있는데 아니요 하늘이 넘 이뻐요 영별님 하늘 보는거 좋아하잖아 후딱 나갔다오세요 그러시더라고😊 지금껏 나 덕분에 자주 하늘봤으니까 오늘은 자기가 보게해준다고😆😆 0
7,😆😆😆 귀여워 ❤️❤️ 9597
8,맞다 저 오늘 치마 입어써요  😆😆
9,08 개귀여운 메트 하실듯 기대돼요😆
10,실례가 안된다면 친해질수 있을까요😆
11,66 진짜요ㅋㅋㅋ 저기다 다리 하나씩 쏙 쏙 껴놓는 거 좋아해요 😆
12,02 언니두 엄청 잘해주는걸😆
13,1210 넵 조심해서 잘 신을께요😆
14,773 기타 코멘트 스페에서 유창한 일본어한국어 듣고 싶어서 투표했습니다😆
15,진짜 비타오백이라두 사야하나봐요😂😂😂 그래도 어제 원없이 소리질러서 후회는 없어요 😆😆💗💗💗 삼실에 쪼꼬렛 있는데 그거랑 홍차좀 마셔야겠어요☺️☺️
16,936  안 구겨진 것 같아서 이제야 마음이 놓이네요 히히 두님께 잘 도착해서 정말 다행입니다 이벤트 참여해주셔서 정말 감사해요😆           8
17,맞는거 같아요😆
18,3 저요😆
19,ㅋㅋㅋ 그러시군요 한국가면 막 집어와요 😁😆
20,ㅋㅋㅋㅋ 좋다좋다 내 자리가 있을지 모르겠지만 열어줘랏😆
21,축하해주세요💕복근생겼어요😆몬민수하는데 3개월 걸림❤️‍🔥 0
22,091125 저요저요 😆
23,아앗ㅋㅋㅋㅋㅋㅋㅋ 그래도 덕분에 많은 사람들이 즐거웠겠습니다 미야도 이제는 좀 여유로운 시간이 되었으면💕 오늘 하루도 화이팅 하시고 좋은일만 가즉하시길 바래요😆👍🏻💛 아자자
24,노래 추천 감사합니다 제 노래를 추천할게요 😆 81
25,꺅 잘부탁드려요😆❤️
26,0 막막 아무말대잔치해도 좋으니까 갑자기 사랑한다고 해도 좋으니끼 편하게 말걸고 들이대주세요😆
27,너무 귀여워요 뺘😆🐣🌼 네로뺘도 좋은 꿈꿔요 뺘🐣🌼
28,0624 당연하죠😆😆
29,헛 칩님 감사합니다😆최고로 끝내주는 하루 보내고 올게요🔥🔥🔥
30,6  제 몸도 장난 아닙니다 ㅎㅎㅎㅎ 🤭🤭😆😅😂🤣💦
31,피그미 올빼미 😆 제가 보기에 트트님은 요정올빼미 같으세요 💜💜
32,항상 친구창에서 🥺 요로코롬 보고잇어요담엔 제가 용기잇는 사람이 되어보겟습니다😆
33,규니야 고마오오오💜💜 쫀하루 보내자😆
34,0126 그렇게 착하진 않긴한데 더 친하게 지내면 저야 좋죠😆
35,20090406 좋아하는 동물이 많은데 고양이 좋아해요😆💗 사슴도 좋아하고
36,91 이렇게 매력있는 디스크조각들이라뇨😆 저듀 이제 조각들만 잘라붙여올릴래요;;
37,120 오늘 어떠십니까😆
38,55 말해 모해요😆😆😆 고생하셨습니다 편한밤 되십쇼오
39,조아여 물 끓이러갑니당총총😆
40,잊애프터눈 🥰 올콘도 해결에 하루종일 주너 볼 수 있는 휴가에 오예 😆 제가 며칠 시끄러울 수 있어요 🤣🤣🤣 뮤트하지 마시고 저랑 같이 놀아주세용 😊😘
41,복사해 작은 선장 😆🫶🏻
42,폴짝😆 5
43,으아아아아아아😆😆😆😆😆
44,하루의 시작과 끝이 손우현이 되어버렸다 잘자 소누야  오늘도 덕분에 너무 즐거웠어😆 56
45,423 조아요😆👊👊
46,61 택배받고 다시 글올려볼께요 ㅋ 퓨레님두 숸오시는군여 잠깐이라도 인사나눠요 😆
47,너무 조아요🙊😆
48,개봉 이후 일반관에서 이렇게 가득 차서 본적이 있었나 역시 문화의날ㅋㅋ 훨씬 재미있었다 배우나 영화팬들이 많던 쇼케날 최초시사회랑 비교해도 뒤지지 않을 만큼 반응 좋아서 덩달아 신남😆 ㄹㅇ 앞좌석까지 다 찼는데 같은 포인트에서 빵빵 터지고ㅋㅋ
49,헤더랑 인장이랑 이어지는 거 너무 잘 어울려욬ㅋㅋㅋㅋ귀여워서 냅다 뒤집어졌습니다😆😆앞으로 더 많이 대화하고 싶어요🧡
50,220727     웬디  완디 웬디의영스트리트   인어 공주보다 신비롭고 아름다운 세분 덕분에 오늘도 눈호강 제대로 했네요😆🫶🧜‍♀️  18 91512 37 437 7
51,😆😆😆😅부재중  선발진 미란다 쩝 갓니 두산베어스 연승기억도 가물가물 옥정 제이드웰 85
52,351 😆😆 실내자전거 타면서 전기생산하는 거 갖다두면 좋겠네요 태양광이 그래도 좀 낫겄지 ㅎㅎ
53,세계관 프로필 읽고 한번 더 보세요😆 약간 이해되는게 생깁니다 7
54,ㅋㅋㅋㅋㅋㅋ아 그러네여 찾아보니 둘이 다른의미네여ㅋㅋㅋㅋㅋ 빋슈 카라비너면 진짜 큰일날🤣ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 안그래도 넘 언뜻 들어서 넘 궁금해질뻔 했는데 둠밈 덕분에 궁금증이 금방 풀렸네요ㅋㅋㅋㅋ 감사해여😆❣️
55,왐마아침부터 기분이 좋네😆 539
56,오망고요구르트 맛있겠네요😆😆😆
57,와우 이분들 사람 맞았나봐😎 이런건 더좋아요😆
58,많이 착하고 귀여운 칭구에요 😆
59,ㅋㅋㅋㅋㅋㅋ그냥 봐도 엄청 예뻐요ㅋㅋㅋ진짜 존맛님 통판때가 넘넘 기대되요😆💖💖💖💖💕저 8월부터는 매일 존버타려고요
60,오 미닝쌤 축하해요🎉🎉 요즘 축하할일이 많네요😆 쌤 무조건 잘하실거에요 아 그리구 쌤 바빠보이시면 삐삐쳐드릴게요 는 나도 직장인
61,준혁아 끝이야😆😆😆😆😆😆
62,굿모닝💕 유기현님 아직 실트🐹 그러면은 이것도 올려야지❤️ 케이팝신 유기현😆 32
63,198 엇 히어히어 사셨군요 저랑 똑같은 포카가 나왔네요😆 쁘이녕긔 너무 귀여워요ㅠㅠ퓨ㅠㅠㅠㅠ💕 이쁜 사진들이 참 많아서 눈호강이에요😻
64,우와애리 피부 진짜 좋다그리고 귀여워😆 82
65,띵님과 손에 손잡고있숩니당잡고 있는거 맞져😆
66,06137  2  0526  3 1204 27985844   유부리님  짤다운 능력을 얻으신 기념😄 오늘 살색기차 운행가야겠네요😆😎
67,드디어 개봉확정 많은 관심 부탁드려요 제 자리도 있겠죠😆😆 박서함 박재찬 시맨틱에러 왓챠 931028 14
68,으합 감사해요 😆😁💕💕💕
69,준혁인 요리 안하는걸로  사먹자맛난걸루다가경준이처럼 집을 홀라당 날릴것 같은 요리실력😁😁😁😁🤣🤣🤣🤣😆😆😆
70,ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ 미치겠네 왤케 귀여웡 ㅋㅋㅋㅋㅋㅋ 😆
71,9 ㅋㅋㅋㅋㅋㅋㅋ감사합니다아아♡♡ 란이 생로랑 조와하는거 풀려서 호다닥 찍었는데 넘무 맘에들어용😆💕 두아리파   이거 듣고나니까 노래에서 향수냄새 나는것같구 ㅋㅋㅋㅋ막 런웨이하는 상상 햇잔아요저 지금 굉장히 당당한 상태에요어떠한 것도 다 받아들일수 있게 되었어요
72,머야 이게 ㅋㅋㅋㅋㅋㅋㅋ 😆 8
73,반모버스 트윗 내렸어요 혹시나 진짜루 혹시나 제 반모 리스트에 추가 안됐다 하시는 분은 살짝 알려주세요👀  그리구 놓쳤다 하시는 분 계시면 편하게 뎸 주시면 반모 받아요😆💕
74,진지한 매력이 있슈미당 😆👍
75,무등산 사석대 정상 바람도 시원하고 푸른하늘과 구름도 멋지네요 👍 😎 😍  잘 왔네 ㅋㅋ 😂 😆 😄 😘 😍 💕  161일차   광주 무등산 사적대 주상절리 시원한바람 푸른하늘 뭉개구름 멋지네요 ㅎㅎ 64
76,헉 전 혼자 만들어부른거였는데 찾아보니까 스카이캐슬부터 유행했나봐요 세대차이는 없는걸로 찡긋😆
77,히히 즐감하세요 올라쌤😆😆
78,운명에 도전하신다니 그리스 신화 속 주인공 같고 넘 멋져요☺☺ 지르신 제품 도착하면 꼭 자랑해주세요😆❤
79,사랑의 눈빛 😆 002
80,공항 가는 길은 원래 목적 불문 디폴트 설레는거 아닌가요😆😆
81,집에는 언제 가야하는지 파티는 중간에 어떻게 빠져나가면 좋은지 걱정이 태산인 햄찌니 귀여워😆😆😆😘  방밤제이홉 청음회 파티 석진  방탄소년단진  방탄소년단   30
82,볼거니까 걱정마셔욥😆😆
83,냉장고 털이에 딱이쥬 저도 오늘 저녁엔 카레 해야겠어요😆😆
84,뭐야 333 기분조타😆 2
85,🕧 서천출장샵 재택 광주 여주대앱만남   😆
86,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 탕수육 만큼 호불호 갈리는게 복숭아 같아요 ㅋㅋㅋㅋ 하지만 버터님이랑 저랑 만나면 취향이 확고해서 복숭아 가지고 싸울 일은 없는 걸로😆
87,드디어와따🫶🫶🫶😆🍀🍀🍀💖😆 061
88,낮잠 잤다가 일어나서  조금 늦게 잘 거같은데 혹시 반말 괜찮겠소 😆
89,꺄😍초코칩 도드라져서 넘 귀욥다😆 06
90,내 뜨개요정 꼬드님의1013613 선물이 도착했어요🙏 울 집에 가둬두고 싶은 요정님😆  이 귀요미들 진짜 한 올 한 올 정성 가득한게 넘 보여서 감동 또 감동입니다😭😭😭  저희집 치미들이 패셔니스타가 되고 있어요 언제나 감사해요 디자이너꼬드님💜 3
91,헉 언니 생일 축하해🥳🎉🎉 언니가 태어난 날인 만큼 오늘도 꼭 행복하고 좋은 하루 보내길 바라고 생일인 만큼 맛있던 것도 많이 먹고 만족스러운 하루를 보내기 바라😆💕
92,사장님 감사해요😆사장님도 즐거운 하루보내세요 근데 이러니까 진짜 사장님한테 답장하는 기분이라 기뷴이 묘해요
93,97 좋아요 내 최차애들😆💕
94,팀은 약간 이런 느낌😄😁😆 가라사대 🤤🤤🤤 이런 느낌이라 고를슈 업어요
95,화이팅 😆💕
96,냅다 사랑고백하고싶네 너무 귀여워😆  7
97,🐇😆🏪🍜 리트윗 하면 희귀영상보내들게용  섹트 맘눌피 일탈스타킹 목소리 대구 가슴 일상  207 2436
98,12 비주얼에 연기가 묻히던 시절이었나봐요😆 옛날 드라마는 보기 힘든데 연기를 넘 잘하셔서 재밌게 보게 되요ㅎㅎ
99,1843 법무부장관이 경제살리는 애야ㅋㅋㅋㅋㅋㅋ 뒤죽박죽 엉망진창 😆
100,응응 당욘하지😆🧡🧡🧡
101,01234 아 그럼 정정하죠 하찮고 짱짱 귀요운 아몬드님은 어떠신가요😆🧡🧡🧡
102,요정이 말두 하네다음 서코도 올고야😆
103,1 뽀짝말랑해요😆
104,히히 😆😆💕 넵💛 맞아요 더운데 더위조심 하시구점심 맛있게 드세요옹💛💕💕
105,그래도 언어를 전공한 용기와 패기가 너무 부럽단 말이죠 저는 배구부에 종이 한장도 못넣고 있으니까😆 성공했던 아니던 도전한거 자체만으로도 멋있는거에요
106,우리집에 놀러오면 해드릴께요✨😆✨
107,2721 그쵸ㅎㅎ남친이 웃자고 한말에 죽자고 달려드는 타입인지라🥲🥲얼굴이 우산 저러고도 어쩐지 당황한 기색도 없더라니고의적이었나봐요😆날조
108,괜찮아요 한번 도전해 보시는게 어떨까요😆😆경품도 너무 푸짐하답니당🤩 데이데이님 화이팅✨️✨️
109,꺅 러블리님 넘나 행복하시겠어요😆💜 역시 🍀으누으누행복🍀 편안한 밤 되세요🥰🥰
110,ㅋ큐ㅜㅜㅜ 감사합니다😳😆💕💕
111,😆코멧 홈 패브릭 리빙박스 66 그레이 2개😆  구매링크↓↓↓ 👉78  파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다 0
112,헉 작가님 작품 볼때마다 제목이 다 어쩜 저렇게 이쁘지 생각했었는데 그런 고충이🥺❣️ 꺄악 20일 오늘부터 카운트다운 들어가겠어요😆💘 무척이나 더운데 부디 건강 유의하시며 집필하시기를 바랄게요🥺🙏❣️
113,1 처음에 뜰탐이 재밌어서 뜰탐만 보다가 다른 영상도 봤는데 너무 재밌어서 입덕했습니다 😆💕
114,00357635 아잇ㅋㅋㅋ 괜찮습니다 푹 주무셨는지요🤭 저도 넘모 다가가고 싶은데 맨날 고민만하다 말하서 앞으로는 잔뜩 다가갈게요 샘과 짱친먹을 수 있을 정도로 열심히요😆😆😆
115,5831 꺄 좋아요😆
116,01  작가님이 선물해주신 파도타기 핸드폰 케이스🏄‍♀️💕  저는 여름 내내 신나게 토끼와 함께하겠습니다😆🐰💕  마플샵에서  작가님의 귀엽고 멋진 굿즈들을 만나보세요🙌✨   8569
117,추첨했어요 맹고님 뎀 주세여😆😆😆 3
118,헤헤 고맙습니다 😆👍
119,악😆 그럼요 헤더 사이즈 이미지도 같이 첨부합니다🫶🏻💞
120,동기사랑 모먼트 너무 기대돼요 😆
121,5 야하 일찍 퇴근이라니 말만 들어도 행복하다🥰 웅 나는 오늘 쉬는 날이어써😆
122,퇴트  오늘은 메구미랑 같은 시간에 자기로 해써요❤️ 약간 늦긴 했지만 자타 정리한 거니까👀❤️ 다들 좋은 꿈 꾸시고 내일 아침에 봬요😆🫶 03
123,나다 우리 부자되서 평아리해야돼😆 13
124,파이팅😆  10
125,83 ㅋㅋ 란은 딱 자기 자리 찾은 느낌이지 않나요 😆
126,더 받아야겠네 릉장군 하투🫶 즐감하시구 쫀밤 보내세요😆😆 361
127,70 배경 너무 이뻐요  꽃도 이쁘고 날씨도 좋고 사진도 잘나오고 😆놀러가고 싶은 날씨
128,오잉 진기장판 재생목록에도 비하인드 넣어놔써 다른건 없는데 온더웨이만😆 311
129,이게 다 갓칼리의 색감 덕분이지😆
130,ㅇ오 나랑 비슷하다😆
131,78 감사합니다😆
132,홉아 많이 많이 묵어😆💜  월요일 볼수있는거지🤭
133,62 넹 무해하다고 들었어용 ㅎㅎ 데놋 디테일😆👍👍
134,90 히히💕 쁘띠하게 봐주셔서 너무나 감사해요😘 사실 탐라 쌤들 네일하실때마다 뽐뿌 뿜뿜하다가 저도 한번해바써여😍 오랜만에 네일 받으니 기분 너무 좋아요😆 자주 해야겠어요🥰
135,네넹 괜히 반갑네요😆😆
136,ㅋㅋㅋㅋㅋㅋㅋㅋ 자동으로 그냥 언니소리가 나오게 만드는😆💕
137,011412   말 잘들을때 천사 말 안들을때 더 천사😆🤣 내 자식은 다 이뻐  ㅋㅋ 그러구보니 미님 이랑 미미랑 미 네요 ㅎ  행복한 바아암밤  안뇽
