,tweet
0,앙콜콘 파이팅 😍😍 힘내구 즐겁게 무사히 마치길 🍀
1,0815 오오언니두 이 포즈 잘하는구나😍😍 아구 이뽀랏😘 섹시한 언늬 같으니 밑에 깔려있는 상상중🤤🤤
2,4529 1004  네전시장에서 우측상단구석에 좋아요하트 누르는게 있는데 안누르셨으면 가서 한번만 눌러주세용 감사드려용😍❤️🧡💛💚💙💜
3,채야언니가 천만원 줬어 😍
4,저는 떡보끼 시켜쏘요😍 맛나게 드쎄요오오옹
5,😭😭😭😍😍😍😍 너무 귀여워ㅓㅓㅓㅓㅓㅓ 34
6,예담아 너만봐 😍😍😍😍😍😍😍
7,내사랑김누리😍😍 09
8,간수철씨 대사 개많음😍
9,1118 21 너무 귀여워요😭😭😭 주먹 울음✊ 갖고 싶따아 😍
10,😍😍😍키스 좋아좋아달콤 5
11,짱조아요😍
12,96 이게바로 해외배송으로 산   어른아이 정말 조타😍
13,숙제는 안하고 딴짓🤫 포토프린터 출력 예쁜걸 어떡해😍🥰 0362
14,잠실의 빅보이 엘지의 이재원🥹🥹😍😍
15,유미나 😍😍❤️‍🔥❤️‍🔥❤️‍🔥😍😍😍❤️‍🔥❤️‍🔥😍❤️‍🔥❤️‍🔥❤️‍🔥😍❤️‍🔥❤️‍🔥❤️‍🔥😍😍❤️‍🔥❤️‍🔥❤️‍🔥💖💖💖💖❤️‍🔥❤️‍🔥😍❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥😍❤️‍🔥❤️‍🔥😍😍😍😍😍😍😍😍❤️‍🔥
16,03 예뽀 😍
17,흔들린 것 까지 고양이세요😍 42
18,15주년 잘가💜 내년16주년도 기다릴게😍
19,1 어맛😍
20,앙콘이 떴다고요 까아아악 😍
21,헤헤😍😍
22,핫 언니 나 아낀다구 나도😍
23,얘드라 잘다뇨왕😍😍 나는학원가야돼ㅋ
24,74691989 헉 감사합니다😍😍😍
25,역시 맛난게 최고 😍
26,220805 김진환 퇴근❤️❤️ 인사해줘서 고마웡🫶😍 690
27,헐 저두 😍
28,고마워  백현이도 행복한 하루 보내 😍
29,요즘 엘소드에 빠졌어요루시엘라비노아너무 좋다😍
30,0 그렇지🥺🥺 바빠도할수있잖아🤍🤍 암튼 너무 좋다😍😍
31,근경부생모생 😍
32,원우 다리밑에 여우는 키우시는건가요 닮았네😍
33,맞다네용 😍
34,2 헤헷 했어요 😍😍😍
35,헉🥹😍 조만간 써볼게요 ♡
36,이모  언니라불리는 이유가 있다니깐 ㅜㅜㅜ  여돌을 왜봐 더 예쁜애가 있는데  😍 420
37,230 에헤헤 그치😍❤️ 대리만족도 되고 나도 올리면서 넘 즐거워 맛도 맛있고😆💚 담에 용인 올 수 있으면 말해잇 나랑 같이 먹어보자😆💚💜💗❤️
38,헐 그림 얼른 완성해서 신청 넣고 싶은 카페들 다 넣어야지😍😍😍
39,오늘 자첫하러 지인들 마니와따😍😍
40,장하권 축하해😍😍😍😍 8
41,오늘 세으니 레종드 깜찍햐😍
42,안녕하세요 나눔해주셔서 감사합니다 ;;💙 소중히 하겠습니다😍😍 25
43,888 타샵 가볼게요 감사합니다😍
44,야옹이 늦었지만 쫀아☀️😍
45,8303 우와아 너무 멋져요 늘 응원하고 사랑합니다 😍💙
46,오늘 온 친구 마론이💖 곰돌이 밤톨 아주 귀여워요😍💕 🌰 곰돌이같은 밤톨이 저 귀엽나여☺ 9
47,50578050 휴가 가시나요 어디 가세요😍❤️ 부럽부럽 즐거운 휴가 보내시길 바래요☺️
48,2182 0126 저도덕분에보게되서 감사합니다😍
49,헙 예쁘다😍
50,31479   와우😍 보여주셔서 감솨👍
51,1013  짐모닝요 짱아님♡ 감사해요 몸은 어떠신지요😍 건강하고 행복한 하루되세요 🙆‍♀️
52,1270  우리지민이 부리로그공방은 사랑이죠😍
53,푹 쉬자😍
54,오늘도 내 가수를 웃겼다면 난 그걸로 만족 함께한 내 사람들 고마워요😍  30
55,ㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 요거트아이스크림의 정석이라고 요거트 파는 가게요 저도 모르고 잇엇는데 트위터에서 보고 함 먹어보려구 합니다😍
56,잘 보구 와요😍🤍
57,8 내가 빌리셍에 과몰입하는 순간😍😍😍
58,60435 앗 아들이 아니라 남편이었군요 ㅋㅋㅋㅋ 저 추석 지나고 9월만 살짝 바빴다가 그후에는 괜찮을 것 같아요 혹시 10월에 서울 오시게 된다면 살짜쿵 연락 한번 주셔요 ❤️❤️ 아들 생일카페 기분 좋게 즐기시길 바라요 😍😍
59,홍중이 왕자님이야 😍 70
60,이러블리 상담원분 넘나 친절하신😍 셋쇼마루는 다음에 꼭 다시 도전하겠습니다 479
61,하이옿게캡쳐하니까넘후커엽다요  👉👈😍
62,오늘도 열심히 뛰어댕겼나봉가😍 더운데 언넝 집가서 푹 쉬어💙
63,하하하하하하하ㅘ하하ㅏㅏㅏ 아 사랑스러워😍😍😍😍😍😍😍 765
64,찾던거 저거 맞어 그럼 다행이야😍❤️🫶
65,😍완전 조아요
66,1위말티쥬다😍
67,3 종성 텅 준규 정한 범규 태용 리노 영훈  이렇게요😍😍😍😍😍😍
68,01 감사합니닷😍😍😍
69,올해듀 신나는 생일이었뜹니다 꺄아아아아 징하게 생일파티두 하구😍❤️ 맛난것도 많이 먹구😂❤️ 5
70,귀여운 😍  송윤형 6823 688
71,616 유죄님 웅텍스 영상 이쁘게 담겼어요 감쟈합니다😍 저도 찍을라고 삼각대까정 샀는데 늘 이 게으름이 문제내요 놈 더워서 엄두도 안나고요 그래도 찍어야겠죠😆
72,한제명 씨 그가 진지하게 내 이름을 불렀다 왜 그렇게 나한테 관심이 많아요     😍🤭🤭
73,😍😍😍  🎉 🐧 여러분 생일 축하드려요    1485 8
74,012830 오모나😍💗💗💗💗 너무 귀엽잖아요ㅜㅜㅜㅠㅠ 복숭아공주님😍 납치가아니라 모셔가겠습니다😎❤❤❤
75,리디북스에서 웰컴키트를감사합니다;; 조명 너무 귀엽구만요 😍😍 755
76,너내삼애해라😍😍 16
77,오니오니 머싯서 😍 44
78,어머나 감사합니다 기엽네요 😍
79,아기러뷰어라 아직 스티어 차유진 못봐서 마음이 힘듦 일하자마자 데못죽 개같이 감상 😍
80,6002 귀여워😍🌻
81,121925 와 종류가 진짜 많네효 구매하시면 자랑해주세요 레나님😍😍
82,01252 너무 예뻐요💛💛💛 사진만 봐도 흐믓해요😍
83,잘 지내시는 거 같아 다행이에욧 후후 🥹🫶💓 저도 맨날 지겨운 말만 해서 팔로 드리기가 그랬는데 맨날 똑같은 말 하는 저라도 괜찮다면 얼마든지요 😍
84,악😍😍😍😍😍😍😍😍😍😍😍 나왔다 나왔어😭😭😭😭😭😭 천사의 목소리 빨리 들어봐야지🤧🤧  3
85,어잌쿠 침 닦으셔요 ㅋㅋㅋㅋ 좋아해주셔서 기뻐용😍🥹
86,응 백현보다 귀여워😍
87,7640  해피쌤의 탑꾸가 도착했어요😍😍 당첨된것도 기분좋은데 탑꾸에 펭귄이 똭😆 해피쌤의 정성가득 손편지가 똭😆 받자마자 주너사진 넣었답니다😉   기쁨을 선물🎁 해 주셔서 감사해요💛 소중히 잘 간직할께요🥰 2364
88,저도 유현유진좋아요😍🫶
89,0107 널 사랑하는 날😍
90,🐝 은평출장만남 전남치킨집 옥천기사 강서만남  😍
91,난 나재민이 저 몬가  내면을 상상하기 어려운 잔잔함이 개조ㅇㅏ  😍
92,0428 꺄아아ㅏㅏ 꼭 해쥬세요❤❤❤❤ 기대하고 이쓸게요😍💖
93,1234 너무 예뻐요😍😍😍
94,220805 포미니츠 자2 😍😍 막공 전에 또 봐서 다행 04
95,진짜 이날 착장도레전드 왕자님이셔😍 55
96,22 존아😍
97,민기 멘트 잘쳤다 수고했고 오늘 다들 맛있는거 잔뜩먹어😍  3 69
98,맞는 나는 당신의 예쁜 눈을보고 싶다 😁😍😘
99,3523  슈키 섬 귀여운거 아니에용😍      방탄소년단진
100,우리이쁘니😍 2
101,아냐진짜넘넘재밋엇뜸 같이봐서 글구 핼이 보충강의까지 들어서 더 더 좋았엉😍😍
102,145 그래도 가깝네요😍
103,ㅃㅏㄹ리    와주ㅕ요     3년이러고잇다 🙈🙈😍😍🥰🥰💝💝 9
104,오빠 좋은 상태에든 어떤 상태에든지 웃고 싶지 않을 때라면 안 웃어도 되게 멋있거든 난 만약에 08년 쯤에 오빠에게 반했으면 그건 실력들에 미소가 포함된 패키지였지만 09년 쯤 그게 안 웃고 진지하게 일하는 모습으로 더 😍😍하게 했던 거였다구요 안 웃어도 괜찮아요 무대에 안 웃잖아요;;
105,융기야 내가 요새 넘 많이 바빠서 신경을 못써줬다ㅠㅜ 오늘부터 열시미 예뻐해주께 😍😍 412
106,🌙 서원구 옥천출장ㅁㅏㅅㅏㅈㅣ 전북 가리봉  😍
