,tweet
0,02 쫀아에요👀❤❤
1,단디 킵해놔라 조만간 간다잉❤
2,캬앙내꼬내사랑석지니누나가 글쓰다가 그만 요즘눕기만하믄 바로 쿨 쿨 으 누난집에서응원보냈는데😀😊 요래요래 세상 예쁘게 잘생긴내가수 석지니시사회다녀오느라수고많았어요😋🥰 빨리듣구싶다아 응원잘하면서기다릴게요항상아낌
3,이잉 사랑해요오❤❤
4,저야말로 고맙습니다ㅠ 그냥 저의 생각을 끄적인건데 진심으로 읽어주셔서❤
5,에덴이를 어떻게 썰겠어👀❤
6,쌍쌍바 먹는 형제모브 끙끙거리다 한쪽이 크게 잘리면 자연스럽게 리츠한테 줌 서로 아냐니상이머거 난괜찮으니까리츠머거 하다가 리츠 찡 해하면서 받음 원래 리츠는 깨물어먹는타입 모브는 핥아먹는 타입이 91
7,화요팅︎💪ω💪❤
8,❤ 됴대가리 핏줄 같아서  한 기분으로 사용 가능 💜 죠스타 가문의 별 색상이 떠올라 마치 죠죠의 한 일원이 된 기분으로 사용 가능 예외로 그것을 빼앗아 간 디오로 사용 가능
9,💕 콜걸 ㅈㄱ  조건만남  일본   ❤
10,오케이❤ 믿고 쌩눈만 가져가요 ㅋㅋㅋ
11,89 울 흉이 ㅠㅠ 넘고마웡 인형이라뉘 세상에넙죽 ❤❤❤❤❤러부
12,헐 반은 농담으로 올린 트윗이었는데 아너무감동이다진짜 오늘아침에 기운 쪽 빠졋엇는데 덕분에 다시 충전됨ㅜㅠ 너무고마버 우리 같이 열심히 해보자👊🔥❤
13,타무님🥺🥺🥺🥺🥺🥺항상감사해요❤❤❤❤❤❤
14,0606 언니 오늘도 좋은 하루 보내 화요팅 ❤⸝⸝⸝°⁻̫° ⸝⸝⸝
15,픵님 역병은 많이 아프지않고 지나가길 바랄게요 요즘 신경쓰시는게 너무 많아서 힘드셨을거니까 이 참에 잘 됐다 하고 일주일 그냥 아무생각없이 나을 생각만으로 푹 쉬시기 9
16,오늘 만날분❤ ㅈㄱ 서울조건 ㅈㄱㅁㄴ 서울ㅈㄱ  ㅍㅇ 노콘 ㅍㅇㅁㄴ 역삼 강남 역삼동 섹트 고페이 서울만남 역삼조건 용돈만남 스폰 일탈 서울녀 강남조건 페이만남
17,장동윤응원해❤ 우리가계절이라면 장동윤  6
18,요한모닝❤💙
19,깔르님 욱찌니 기작❤
20,❤필요 없다면 나중에 지옥의 가장 깊은 땅바닥에라도 묻어 버리세요
21,헤헤 쫀이에요😚❤
22,정한의 😙❤ 50
23,1214 어머머❤
24,마테깅 감사드려요🤩❤
25,0501 사랑해요오❤❤
26,❤ 일상  가상화페 출장샵 바디  ‍🔥
27,212 헐설마❤❤❤❤❤❤❤❤
28,‍🔥 배후단지 태릉선수촌  문상  박우진 유산소운동  ❤
29,0807 감사합니다😶❤
30,ㄱ에서ㅎ까지자동완성 그쵸그쵸 네 다 루리스 멘션 부산 살려주세요 아 저는최강변태루리스라고해요 츄츄바님 ㅋㅋㅋㅋㅋㅋㅋㅋ 트위터 피아노 헐  이왜진 저는최강변태루리스라고해요더때려주세요 아픈게좋아요헤으응❤
31,9612 쪼나❤😊
32,06005713 헉 고마워❤❤❤
33,🐽 한캔더할까 운동하는아이들 비니  ❤
34,역시쌤❤감사해영❤ 아코값 벌어볼게욘ㅋㅋㅋㅋㅋ큐ㅠㅠ 804
35,💜 함양 힐링 오프만남  영월군  ❤
36,소정아 오늘 중복이래 남은 여름이 아주아주 덥다니깐 오늘 끝내주는 보양식으로 체력을 쌓아서 무더위 잘 이겨내보자 커피는 먹지말구 맛난거 먹어 사랑해❤ 소정애기 87
37,00087253640 생일 축하드려요❤🎉
38,꽃집 구석에서 몸을 움츠리고는 졸고 있던 때 당신이 꽃집으로 들어와요  ❤💬
39,아라시 나츠메요 이벤트 감사합니다🙇🏻❤
