,tweet
0,
1,20203 레이님 생일 축하드려요 행복한 하루 되시길 바라요❤️‍🔥❤️‍🔥🎉🎉🎉❤️‍🔥❤️‍🔥❤️‍🔥
2,김정은 인도 🇮🇳 에 긴급 편지 망명 시도 가능성 거론뭔가 심상치 않은 일이 북한에 일어나는듯🔥    국토전략 출처  님  블로그 5
3,앗 그러셧구나 점저 맛있는거 드셧나요❤️‍🔥⁉️ 전 실제로는 걍생이엇는데 뭔가 텍스트로 말하니 갓생된 것 같아 기분 좋네요 우하학
4,1 흑흑 저두요 이번서코때는 잠깐 얘기해서 넘나 아쉬웠던담에는 첸소얘기도 와방방하게 해요 저희😭❤️‍🔥
5,너무 귀여운 조랭오카🍡🍡🍡 익명님에게 선물 받았어요 꺄😚💕 너무 귀여운 거 아닌가요ㅠㅠ 저 조랭오카 폴더 만들어야 할까봐요  다들 너무 귀여운 그림 감사해요 조랭오카는 제가 갤러리에 잘 보관해놨다가 만둣국 해먹을 때 넣어 먹을게요😏❤️‍🔥❤️‍🔥 그림 선물 넘 고마워요♥ 444
6,220728 룰루팔루자에서 1617곡🔥🔥🔥 오예🎶🎵🎶🎵         1
7,0514 이미 충분히 들이대고 잇는거 아닝교❤️‍🔥
8,아 보쿠토까지 해주신다구요 너무 조하요 날짜 잡죠❤️‍🔥
9,저드 04❤️‍🔥
10,10 그죠그죠 저도요  얼른 파랑머리 장발을 보고싶어요❤️‍🔥❤️‍🔥
11,이리와 망태기에 담아가게❤️‍🔥 00
12,후뚜루 마뚜루님은 제껍니다❤️‍🔥아님 9
13,맛난 걸로 챙겨드세요🔥
14,화력을 모아주세요🔥 9
15,5023 어 근데 진짜 너무귀여워서 가슴이찢어질것같애요 계란말이 넘 소박하고 두근거려요 동생들 만은 것두 넘 기엽고 도시락 으웃ㅡㅡ💗🍽💗🍽 🔥🔥🔥 연한고 소풍ㅇ가면 도시락 싸오려나요 계란말이두 잇으려나요후웅🥺🥺 영화가튼 장면 상상한ㄴ 것도 넘 ㅜㅜ기여우서 나참
