,tweet
0,9467 릿카님도 좋은꿈 최애꿈되세용🥳💕 굿밤입니당😍❤
1,헉 이비님과 나비키의 생일을 축하합니다🥳 오늘 하루 맛있는 것도 선물도 축하도 많이 받으셨으면 좋겠어요 항상 스나와 행복하세요💕 2
2,에피파니2억 스트리밍🥳 샤잠 글로벌 6주 1위🥳 석찌나 축하해 다 석찌니꺼💜    6  200      방탄소년단진  네시십삼분 진피파니 음원줘요💜🙏🏻💜
3,임영웅   대구콘서트💙  한여름 열기보다 화끈할 엑스코 행복하고 아름다운 3일을 응원합니다🥳🥳  임영웅   임영웅정규앨범  임영웅콘서트 임영웅대구콘서트 임영웅전국투어콘서트  출처물고기뮤직편집옥수수;영심 438
4,오늘 생일이에요🥳
5,올챰 축하드립니다🥳🥳🎉🎉🎉
6,무니 생일 축하해💜🥳🥳🥳
7,400팔로워 축하합니다 🥳 🥳 🥳 🥳🥳 🥳🥳 🥳 🥳🥳 🥳 🥳🎉🎉🎉🎉🎉🎉🎉🎉🎉🎊🎊🎊🎊🎊🎊🎊🎊
8,3 축하드려요 돌주님🎊🥳🎉🎊🥳🎉
9,1010 930516 썬 200괄 축하해🥳👏🎉💜
10,💕💕💕💕💕💕💕 2022년 12월 입고예정  미니어처  키홀더 ▶️  🗓️8월3일까지 예약 레트로 감성으로 나온 시리즈입니다🥳 05
11,허어어어ㅓㅓ어ㅓㅇ 생일축하드려요 하라님🥳🥳🥳🥳🥳 맛있는거 많이많이 드시구 즐거운 하루 보내시기🎊🎊🎉🎉🎉
12,0 생일 축하드려요🎂🎂🎂🥳🥳 오늘 하루 맛있는거 드시고 행복하시길 바라요🥺❤️❤️ 같이 아빠 덕질해주셔서 넘 감사해요🥰🥰
13,주말 민지데이구나🥰😊☺️🥳😆
14,왐마 생일 축하해 맛난거 많이먹고 행복한 생일 보내잉ㅇ✨🔥🥳🥳🎉🎉🎊 8 05
15,2 정말 많이 축하드려요🥳 꼬식이 그린다고 하셨을 때부터 넘 사고싶어 미치는데요ㅜㅠ 대만은 정말 종이책 진심인 나라더라고요 그리고 이렇게 확인하니까 우리 예쁜이들 모두 품에 안고 싶습니다 두 눈으로 꼭 확인해야만흑흑 어우 너무 좋아요❤
16,33 와 나도 저저번달에 못박혀서 땜빵했는데 같은 타이어 또 못박혔쟈냐 ㅋㅋㅋㅋ 다행히 오늘도 땜빵하긴 했는데 삼규도 진짜 놀래고 고생했겠다🥲  삼규는 휴가 갔으니까 마니 즐기면서 떠함이두 충전해😘 난 이제 떠함생이라 힘이난다🥳🥳고마워삼규😘😘
17,🎀 당첨자 발표 🎀 팔로우 이벤트 당첨자를 발표합니다✨  이벤트 당첨자는  님 입니다🎉   진심으로 축하드립니다 🥳 디엠으로 안내 드릴게요 🥰 4
18,임영웅 아이돌차트 평점랭킹  70주 연속 1위 축하축하합니다🥳  범접불가 대세 스타 대기록은 언제까지나 진행 중🤗🤗  임영웅   임영웅정규앨범 임영웅음원강자 임영웅팬덤 임영웅아이돌차트평점랭킹70주연속1위 임영웅콘서트 출처네이버기사편집옥수수;영심 208
19,그날이 바로 파티입니다 🥳🥳🥳🥳🥳 헬감탱 명복을 비비빅
20,1400만 축하해🥳 이 세상에 존재해줘서 고마워💚      14  05
21,마음 찍어주신 가좍님은 나중에 스페에 참여해쥬시길 바랍니다🥳
22,드디어 령넴님께도 이 짤을 쓰는구나 생일 축하해요 금요일인만큼 보람차고 맛있는거 많이 드시고 행복한 하루들 보내요 🥳🥳 7
23,울말랭 그 뒤에 0 하나 더 붙여야지💗💗 500 정말 축하해！！🥳🎉🎉 후 경쟁자가 늘었네🥺
24,우와 짱 멋져🥳🥳🥳축하드립니다 👍👍👍😍😍😍너무 멋진 작품 이었어요💕💕
25,석락원    보트 오늘 저희 가 첫 음방을 했습니다 우와🥳👏🎉🎉 정말 꿈에 그리던 데뷔 무대를 보트와 함께하니 너무나도 행복하네요  오늘 공방 와 주신 보트들 그리고 방송으로 보시며 응원해 주신 보트 모두 고맙고 사랑해요 ❤❤   에이티비오  713
26,호비 씨 수고했어요 축하해요 🥳☺️💜💜💜  62
27,퇴근 🥳🥳 축하드려요ㅠㅠ 이번 주말은 솸프님들 대숙제의 날이 되겠네용 ㅎㅎㅎㅎ
28,헐 생일이야 생일축하해 🥳🎉🎉🥳🎉🥳🎉🥳🎉 6
29,헐 시옹 축하해요🥳🥳🥳
30,0330 대박ㅋㅋㅋㅋ 축하해용🥳🥳🥳
31,현준아 데뷔 첫 끝내기 정말 축하해 🥳🥳💙💙💙
32,세상에세상에 생일최고짱축하해🥳🥳🥳🥳 172
33,헐ㄹ 어디로가면된다고여넝담 추카쭈카🥳
34,와 이거 서프라이즈 🥳😍  🎬908
35,서울대작전  티저 예고편  넷플릭스 80        🥳🥳🥳🥳🥳🥳
36,악 세상에 생일이셨굼아 추카드립니다🥳🥳🥳 좋은하루 되시구 밋난거 마니드시길 855
37,쏙쏙쨩 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 어쩐지 저 오늘 뭔가 행복했는데 쏙쏙짱 덕분이였나봐요🥳❤️🥳❤️
