,tweet
0,수정했습니다 큐큐ㅠ 지오님 페리님 순두부님 303님 파스님과함께 흑역사 발전 맞추기 이메레스 참여해주신분들 모두 사랑드립니다😉💕💕💕 36
1,1 뭘 좀 아는구나😉
2,혹시 쳌리 하는법 모르시는분 쳌리 원글의 인용글에 제가 예시로 해놓은거있어용ㅋㅋ 참고하세요😙😘😉 6
3,와 사랑해요❤️ 저 콜라 코카콜라만 마시는거 아시져😉 1
4,2 조그만 기다려주세요 😉
5,울 함광군이 좀 네살 아잠 같이 볼살 주물럭 거리기에 좋긴 하죠 😉
6,623 1    3523  맛점하시고 디저하트어감 살짝 그렇지만😉 받으이소😘           방탄소년단진  2
7,잘부탁드려요😉❤️‍🔥
8,🐞 헤어  셀카 동래구조건만남대박 30대  😉
9,0 ㅋㅋㅋㅋ 저 그런거 자주 생각하고 혼자 킥킥대는 사람입니다😉 진짜 마이키 생각이 너무 궁금해요ㅋㅋㅋ
10,7 저두 같은 생각 했어요😉 이미 김강민한테 인생 저당잡힌 사람의 트윗입니다
11,부득이하게 슬롯 하나가 빕니다 혹시 지금 신청하고 싶으신 분 계시다면  문의 주세요😉
12,분위기가닮았다고멘션온캐릭터에게평소자신이입는옷입히기  이거 해보고 싶은데 편히 멘션 주세용😉
13,도대체 버전이 몇개야 ㅋㅋ 물론 웅이는 많으면 많을수록 좋지 😉 요건 세로직캠 상반신샷  암튼얼빡에게 딱인듯 😙🤗  1  임영웅 75
14,천사 킷타아ㅏ 댓글 너무 웃겨 ㅋㅋㅋ 아 물론 진짜 천사입니다만😉
15,와아아 랍상님이랑 같공기 마시구 있어요 완전 잘 있다 가려구요😉💕랍님두 여름내내 시원하게 보내쉬기🌬🫂
16,⭐️히스이 블레이범   양도합니다⭐️ 개봉하고 바로 탑로더에 넣어 보관중이며 판매시 탑로더에 넣은채 드려요😉  일괄 32  택포 가격이며 편택 이용 합니다☺️ 편하게 주세요🫶🏻
17,🌊한산 용의 출현 🌊 대개봉   대한민국 국민이라면 아묻따  출항하라    의의 편에서 욜심히 싸우는 준사 김성규도 많관부😉 한산 한산용의출현 절찬상영중 박해일 변요한 안성기 손현주 김성규 김성균 김향기 옥택연 공명 박지환 조재윤 8
18,정블리 너무 귀여워요 😉😉
19,저 강아지상 환장해요😉✨
20,🎶林俊杰《 😉백현이가 추천하는 노래를 듣고 있어요！저도 되게 좋아해요！😊이 노래는 제가 좋아하는 노래예요，에게 추천할게요，백현 씨도 이 노래를 좋아했으면 좋겠어요～🤗제가 좋아하는 노래 꾸준히 공유할게요！🥰   ～  백현 백현아오늘은 6
