,tweet
0,이미 유료로 올려 둔 글을 무료공개로 바꿔도 되나 🤔 이미 구매한 분도 있으신데 고민이구나
1,음 색상이 약간 내복 느낌 나기도 하고 🤔🤔
2,0430 헉 그건 절대 아닌데 말이죠🤔
3,은하말투 왜 이렇게 짱구같지 🤔🤔 75045
4,세계시각에  추가해놓는것은 꾹덕의 기본자세 아님 이제 한시간쯤 있으면 꾸기가 일어날때가 됐는데🤔🤔 84
5,아벤느 포카 박스밑에 숨겨서옴 지대어이없 안온줄 알앗자너 근데 오ㅐ이리 뿌얘 시력안좋아서 안보이는줄 알앗고 안경끼고 다시봣는데 음🤔
6,고맙습니다   그런가요🤔 그런데 저는 왜 결혼을 아직도 집있고일하고 그렇지만 여자분들에게는  잘 생긴 얼굴이 제일 먼저😩
7,🧸 팁 하나 알려줄까 🐧 나 나 근데 몬지 알 것 같애 🧸 알지  팁은 텔레파시 공유한 건가요 🤔  범규 휴닝카이 규카츠즈 뀨닝즈 220803   791
8,22 7시🤔 알겠숩니당
9,1227 🤔🤔킹치만 전 10년전엔 전직 프로게이머들이 아마추어시절 일 때 랭크서 만나던 사람인걸요
10,이 제스처 본 순간  갑자기 서창대가 떠오름 🤔 127
11,세번인가 엄청 길고 크게 소리지르심 왜 그러시는걸까요 🤔
12,🐯너 뭐시켜써 🐹전 치즈스틱이랑 핫도그 시켰지요 🐯핫도그으 한입만 뺏어머거야지 🐹안돼여 🐯어엉 🐹저 욕심쟁이라서 그런거 절대 못해여 나눠먹는게 뭐드라🤔  경윤 민규  디케이지 1
13,0529 보는게 많아서 훑어보고 오겟슴다🤔
14,영타기 모창자 누가 모였을까🤔 일단 지인만 안나오면 됨
15,8130 누굴가요🤔🤔
16,38 히비야 아닌가요🤔
17,제이크 할머니인가 아님 웨스커의 어머니인가 🤔🤔🤔 72
18,0318 9월 중순이면 되지 않을까 싶고🤔 담주까지 정리하면 뭐든 나올 것 같아요 ㅋㅋㅋ
19,명륜진사갈비🤔
20,030 유타옷 한번 찾아야 할까봐요🤔
21,국물이 튄 옷이라는 단어가 상당히 신경쓰이는데 기분탓일까나🤔
22,🤔 나 댕로가기전에 집갈수잇우면
23,신나는 노래 같으면서 누군가를 그리워 하는 노래 같네요 🤔 그래도  노래는  너무 좋네요 😊
24,조랭이보다 멧돼지가 더 잘생기고 까리하지 않나요 🤔🤔 그렇게 합시다 😏😏
25,0622 어디서 들어본 말인데🤔 근데 진짜 귀여워요 사진 자주올려주세요ㅎㅎ
26,이쯤되니 그냥 이적 기사가 안뜨는거 아닐까 싶기도 하고🤔
27,아니 마음에 있는거 아니가 소개팅 나갔다는거 뻔히 알텐데 요리법 묻는 이유는 비밀로 하고 나갔나 🤔
28,하 아직도 케택스에서 집으로 직진하느라  여녜는 직진 못보는게 신의한수인가🤔 졸려😪  집가서 씻고자고싶어 9
29,00 하긴 매정한 분들이면 오스카가 빔스가 전체를 위해 봉사할거 같지 않고 매번 인사드리러 가는거 보면 친절한 분들이겠죠🤔
30,90개를 하기엔 한달에 한개꼴로 나와대서 자신이없군 🤔
31,012 지금 구매 가능한가요🤔
32,손에 매직 묻은건가🤔 4
33,혜주는 김치찌개 먹으라 햌ㅅ는데🤔
34,뭔가 이상할지도🤔
35,존버는 성공했따 아니 그러면 나 또 한 2만원 추가 충전해놔야 하나 🤔
36,친구가 해보래서 해봤는데 자동완성 웃기네 그보다 내가 저런말을 햇나🤔 1392
