,tweet
0,해적 원숭이 선장모 드랍률 버그가 45인벤 모드 문제일 가능성이 높아 보입니다 해당  주신 유저분처럼 버그 관련 문제로 해결 제보를 해 주셔도 좋습니다  모드 관련 오류가 많은 게임인 만큼 정보를 주시면 유저분들이 볼 수 잇도록 따로 공유하도록 하겠습니다  감사합니다 😊 2
1,도쿄리벤저스 도리벤 마이키 페인트 아크릴 양도합니다😊  미개봉이고 운미포 16000원이에요   ✅디엠 후 흔적 한 번 남겨주세요      알티 부탁드리겠습니다☺️❤️ 270
2,유자테라피😊
3,🐵 보험설계사  부여만남후기 운동하는여자  경기  😊
4,💕투표독려글💕 저희가 우승한거 진짜 디게 많지만 진것두 있구 그래용ㅠㅇㅠ 그래도 항상 꾸준히 툽해주시는 뫄깅들 항상 감사해용 지금 다 끝나구 그래서 마니 빠진 상태지만 남은게 있으니 독려글 보고 다들 힘내서 열툽해주셔용 😊 쫀밤되세여 🤗  출처 제 위버스 포스트 4546
5,1 안녕하세요 드친소에 흔적남겨주셔서 찾아뵙습니다 멘션 먼저 드렸었는데 알림이 날아간것같아 이어진 다음 다시 멘션드려요 혹시 잇고싶지 않으시다면 편하게 이별해주세요🍑😊
6,55 굳모닝이에용 이번주도 좋은 주말 보내세요😊
7,까악ㅋㅋㅋㅋㅋㅋㅋㅋ 함냐님덕에 든든하네요😊😊 눈물 쏘옥 들어갔어요 쿡쿡
8,220806    생카 💚  오픈 20분전에 도착해버려서  첨에 아무도 없어서 주위를 그냥 돌아다니고 있었다죠 ㅎㅎ  근데 입구부터가 완전 👍 내부는 귀여운 이보와 가 😊  트레이서는사랑을위해질주한다 사자의별자리를가진흑표      116
9,짜잔😊 8
10,제일 좋아하는 삼님의 트친소😊💓💓
11,88 그건제가할말이죠😂🥲💕😊😊👍👍👍 4
12,;씨네21;이 꼽은 이번 주말   추천작입니다 즐거운 주말 되세요😊🍿2
13,웅 콘서트 재밌게 갔다오구 😊
14,601 헉 당연하죠 잘 부탁드려요😊😊
15,치로님도 맛점하세요😊
16,15시 느와르 4 세트 가능합니다❗️ 입장은 15시 이후에 가능하세요 😊
17,명란젓 샥샥 발라서 밥 뭉친다음에 김에 싸서 주먹밥으로 먹고싶어 😊
18,1203 코디쌤이 앞으로도 잘 달아 주시길 바라요😊
19,7 안녕하세요 메인트 둘러봐주세요😊
20,양도는 선제시로 뎀 주시길 바랍니다😊
