,tweet
0,3가지 약속 드립니다❤  ✅ 1 불만족시 100% 전액환불 ✅ 2 평일기준 34일 이내 배송완료 ✅ 3 100% 실제 판매 제품 사진만 업로드  문의 및 가격상담✌
1,효진아 마음이 너무 힘들지만 그래도 수요팅 해볼게 응 사랑해❤ 97
2,❤ 군위군맛집 유증상자 이천출장만남  🔥
3,❤ 누르지마세요 제발    싱글  네토  상납  멜돔  디엠  트친  섹트
4,1 만두님 존하루보내세욥❤
5,❤ 흉상 일러스트 작업했습니다 커미션 신청 감사드립니다
6,오빠 좋은아침이에요❤
7,거래 공지 디엠 보내기 전에 맘찍 후 공지 봐주세요❤
8,3가지 약속 드립니다❤  ✅ 1 불만족시 100% 전액환불 ✅ 2 평일기준 34일 이내 배송완료 ✅ 3 100% 실제 판매 제품 사진만 업로드  문의 및 가격상담✌ 95
9,우리 윤기 잘지내고 있지 우리 윤기도 위버스에서 라이브방송 꼭 해줘❤ 윤기의 라이브방송을  얼른 보고싶어🐱 브이앱에서 위스키 마시는 민윤기 또 보고싶어❤ 8
10,퐁퐁님 축하 감사합니다🥰 맛있는거 많이 먹다가 위장 터지도록 한번 먹어보겠습니다😤😤 퐁퐁님도 좋은 일만 일어나는 하루 보내세요❤
11,중드트친소 중연트친소 ❤조로사맹자의양쯔오뢰서개빙정연추진소운쥐징이팽소염❤ 좋아합니다 현재보는 드라마는 ✨성한찬란✨ 제 최애작이 되었습니다ㅎㅎ 좋아하는 드라마는 밑에 타래에 있어요 맘찍
12,지후니 오늘도 좋은 하루❤
13,최고다😭😭😭 애기들 사탕먹는거 넘 귀엽고 잔나 키 제일 큰거도 넘 좋아아ㅏ💜💗❤💙💚 18
14,25  4  더빙형 사아랑햅❤
15,하여튼 그렇게 탄생한 멋진 곡을 여러분도 들어보셨으면 좋겠어요 𝐖𝐞 △𝐫𝐞 𝐓𝐡𝐞 𝐅𝐮𝐭𝐮𝐫𝐞 꼭꼭 들어주세요 ❤
16,04 제가 있자나요❤⸝⸝⸝°⁻̫° ⸝⸝⸝
17,축하 감사드려요❤ 팡파레가 하늘을 뚫겠군요🎉🎉 얀새님도 오늘 하루 행복한 하루 보내세요😊
18,기분좋게 하루 시작❤ 9470
19,꺄아아 유월님🥰 축하 감사합니당 유월님도 배터지게 맛난거 먹고 행복한 일들만 일어나는 하루 보내세요❤❤
20,00 확인했습니다😊❤
21,3가지 약속 드립니다❤  ✅ 1 불만족시 100% 전액환불 ✅ 2 평일기준 34일 이내 배송완료 ✅ 3 100% 실제 판매 제품 사진만 업로드  문의 및 가격상담✌ 696
22,왓 감사해요💕 풍백 귀엽죠걍 말랑콩떡한 애들 다 귀여워요❤ 아 물론 별과자님은 빛이나시구🥰
23,진짜 8월은 재찬이로 가득하다❤
24,0829 사랑해❤❤❤❤❤❤
25,요한모닝❤💙
26,4  사랑해욥❤😁
27,2 저야 실내에서 일하는걸요ㅎㅎ 그래도 시원한건 마시겠사와요 둘 다 더위 조심하자구요😙❤
28,122 이리님 감사합니다🙇‍♀️🙇‍♀️❤  부디 이리님도 오늘 즐거운 하루를 보내셨으면 좋겠어요🌸 감사합니다😘
29,❤  여행 잘다녀와 덥겠지만 망고는 제철이겠지🤤
30,누셰여보사랑해💚❤ 아랏서료 오늘 2000퍼섿트 행복할게
31,66 ㅎㅎㅎㅎㅎ 아 퇴근하고 싶네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오쪼나하세요 왓슨님❤
32,3가지 약속 드립니다❤  ✅ 1 불만족시 100% 전액환불 ✅ 2 평일기준 34일 이내 배송완료 ✅ 3 100% 실제 판매 제품 사진만 업로드  문의 및 가격상담✌ 360
33,감사합니다❤❤
34,장동윤응원해❤ 장동윤
35,숑님 감사해용 🤍❤🤍❤🤍❤
36,울 찡9야 고생했9😭 계후니랑 울고 웃으며 행복했어 연기 해줘서 매일 매일이 고마워내 배우💓또 보자 우린 사랑해❤️‍🩹울 가영씨를 비롯해서 링크팀 모두 수고 하셨고 앞으로 두 배우 33
37,박서함시맨틱에러극장판개봉 😍오늘 좋은소식❤❤❤ 8월31일 개봉👏👏👏👏👏 드디어 대한민국최초로 군백기에 탑오브탑 스타 되는 박서함배우🤗 상상이 현실로💞 2
38,힝 곰림 언제든 덕톡 기다림니다🫂🫂🫂 날도더운데 시원하고 맛난거드시면서 힘내요🥲🥲🥲🥲🫂❤❤
39,너비씨 축하 고마워요오❤❤❤ 생일특권자로써 오늘 하루 최고의 하루를 보내길 바랄게🤭   나두🥰 13
40,7642 사랑한다고 말해도 될까요❤
41,❤장추🖤
42,정원아 굿모닝❤
43,3가지 약속 드립니다❤  ✅ 1 불만족시 100% 전액환불 ✅ 2 평일기준 34일 이내 배송완료 ✅ 3 100% 실제 판매 제품 사진만 업로드  문의 및 가격상담✌ 87
