,tweet
0,배플러 사랑스러워💕
1,5 으아아앜 안그래도 주말에 작가님 근황 궁금해하고 있었거든요 ☀️☀️☀️☀️💕💕💕💕💕
2,사랑해 영재 💕🫶🏻
3,애기금눈올빼미 다시 찾아보고 왔자나요 ㅎㅎㅎ 코로나 이후 백수신세라 직장인분들보다 시간이 많았지요 😭 이쁘게 봐주실 수 있는건 흠녈님 눈이 이쁘신 이유래요💕
4,🌹;로제트;🌹  아침이슬을 머금고 피어나는 싱그러운 작은 장미💕 6
5,오마갓 감사합니다 ㅜㅜㅜ  💕
6,0478 헐 서랑님ㅜㅡㅜ저 개구쟁이 표정 너무 귀여워요 채색까지ㅜㅜㅜㅜㅋㅋㅋ고생하셨습니다 ❤️🥹💕💕❣️
7,그 꽃다발을 확실히 받았어요  감사합니다🙇‍♀️💕
8,와주셔서 감사합니당💕
9,미유니이이임🥺🥺 저 감동 받아서 눈물날라 그래요 슥슥눈물닦음🥲🥲🥲💕💕
10,넹💕
11,우하항 😛💕 오랜만에 공방 갔더니 기염둥이가 있지모예요 넘 귀여워서 빠르게 후다닥 훔쳐왔습니다 😘💖💖💖💖💖💖
12,제가 사랑하는  💕 이거 유자도 있는데 그것도 정말 맛있어요 🥺 104
13,980116 디엠 봐 쥬세요 💕💕
14,배달 세개나 시켰다  😳💕
15,1001 꺄아아 좋아요 저희 오래오래 봐요💕💕💕
16,5555 꺅갹갸 불탄다 베누님 불탄다 🥹💕💕💕
17,앙자미 볼 거 백만개 찐 허위매물인 나랑 차원이 다른 찐매물 나 아직 앙자미 엽짤 다 못 모았는데 타래 못 찾아서 저장못함 😭 그리고 엽짤에 앙자미 낙관 쬐만하게라도 박아주면 안될깝쇼 이제 낙관없으면 불안해서 못쓰는새럼; ㅋ 앙자미 사랑해💕💕💕
18,나청청 악💕개야
19,2 햐 채고 🐥💕 움짝 퇴근하구 우다닥 가서 인보포 발라쥭게요💕
20,💫🌟🌈🌈💌🔥🔥엸쪙❤❣❣❣❣❣❣🔥🔥🔥낶🌌🌐👍👍ㅁㅇㅁㅇ🌈🌈낶ㅇㅃㅇ먄🌈🌈4️⃣®️☀️❤🤙🏾용💘용🤙🏾💫🌟🙆‍♀️❤🌟💫🤝🙏🙏💫🌈🌈🌌🌐👍👍🐉🤴🌹💫🌸💕💫🙆‍♀️😍😍🤪🤪😘33333💫🌈🌈🌟☀️🌕🤙🏾🤙🏾💑♾💘🌹🌸🌼🍁🌻🌺⛱🍩☕🍍💐🎄🌴💕🌟💫 4
21,나도 좋아해💕💕
22,토리님 도와주러 와주셔서 다시한번 진심으로 감사드립니다 ;;💕💕💕✨
23,애교쟁이💕 8
24,갤러리의14번째사진과싸워라 항복할게요 란님🥺💕 65
25,허억ㅜㅜㅜㅜㅜㅜ 너무 예뻐요 진짜ㅜㅜㅜㅜㅜ 히안님 아트 너무 푹신말랑해서 분위기 대박적이에요😭💕💕 갓아트 감사합니다 99
26,จุงดัง 둥장을 사랑하는 팬들 계실까요  오늘처럼 좋은 시간 좋은 날에  여러분들을 초대합니다 🙆‍♀️🤍 해시태그를 통해 사랑스러운 두 친구를 좀 더 알아갈수 있는 시간 💕  ดุงจังขอใจแลกฟอลเธอ  날짜 2022 07 27 오늘 시간 🇹🇭 2000  🇰🇷 2200  많관부 🤗
27,1524 짱👍💕
28,1 생각하는게 비슷해서💕😙😙😙😚
29,작년에 나왔던 영칠아크릴도 재판신청받고 있습니다 최소수량미달시 제작 자세한것은 신청폼에서 확인해주세요🤗💕
30,무덕아💕 환혼  144 8
31,2 4  안녕하세요 천천히 둘러보고 가세요💕
32,1010 눼엡 물론이져🤣👍이렇게 기다려주신다니 너무 감사해요오😭😭겨누님 바로 태그해서 소환할께요오💕💕
33,03 꺄아💕
34,78912 저는 열심히 더위를 이겨서타투 계속 하고있어요ㅎㅎ유우키님 하시던 일 잘되셨으면 좋겠어요❣️💕
35,생일축하해💕 맛있는거 먹구 좋은 하루 보내😊
36,발딖개로 쓰던 나한테 꿇어서 더욱 수치스러워진 우리 채원이💕💕💕 섹트 상극 야상극 연능 연예인능욕 연예인합사 여깨 여왕깨기 수치 암캐 조교 5957
37,0420 헐다들 8번 말해주시는거 너무 감동이에요😢😢💕💕💕
38,특히 맨 아래 저 아이는 정말 다 말라비틀어져가서 겨우 살려냈는데 자구도 올리고 볼 때마다 너무 행복함☺💕
39,🌿 자기야 뭐 먹을래 🫐 저는 이거 근데 왜 자꾸 그렇게 부르세요 평소처럼 이름으로 부르지 않고 🌿 왜 자기 맞잖아 아 혹시 토비오 부끄러워 그럼 진작 말을 하지 🫐 아뇨 그런 거 아닌데요 생각해 보니 뭐든 상관없을 것 같네요 마음대로 하세요 🌿 ㅋㅋㅋㅋㅋ 응 자기💕
40,진짜 미쳤어 축하해요 😭💕 2
41,💖💕💕💗💗💜💗💗💕💕💖💖러뷰  홉
42,49 네❣️너드사회부적응자정신병자예요💕
43,💕💕          으로   ;  의   을를 찾았어요
44,1 나야말루 기분 좋게 그림 받아줘서 고마워요 라이토 라이토 최고💕💕💕
45,더보이즈 현재 포카 양도해요 12번째 장당 015 3번째 💕제외 장당 06 리빌 18 한림 36 담요 18담요추가 03  일괄 구매시 에눌 쌉가능🫶 디엠주세요💌  상연 제이콥 영훈 현재 주연 케빈 뉴 큐 학년 선우 에릭 라포티셀 리빌 더스틸러 매버릭 포카 분철 앺뮤 디마뮤 마뮤테 에버라인 더비존 6016
46,0105 잘 부탁해 언니💕
47,응 😆💕 하법이두 편안한 저녁보냉
48,앗 ㄷㅏ시 만나신 건가요 쿼카젤리🦫🦫 심지어 무설탕이야 쿼카는 언제나 행복해💖 약속할게요🤙두식이님도 남은 오후 행복하게 보내시기 약속🌸🌸💕💕 450
49,헉 짱 맛있네요💕💕 그냥 칼들끼리 주인 염병첨병사랑 중계를 듣고싶었을 뿐인극한직업인 흑천마도와 부러지지 않는신념칼들이 주인 ⚔대체로 왜 사귀자고 말을 못해푸념 을 하는 걸 보고싶었어요 감정공유짱 맛있는 에리님 천재만재🥰🥰💕💕
50,으어 아깝다ㅠㅠ 나 야💕💕
51,꺄 너무너무 좋아요오⸜ˊᗜˋ⸝💕 573
52,닉네임이 왜 그러시나요 저의 사랑스러운 죽음을 소개합니다 💕 0
53,윈드 ; 세냐 백괄  최애 정해진 기념 닉변했어요  윈드였던 것                                     기억해주쎄용💕 562
54,098 고마워용💕💕
