,tweet
0,딱산리오 컨포만 모으면 9개야😂 92
1,내폴라부러우냐 폴라뽑았다카더라 바보야아니지사랑은새빨간토마토 아아아전설의폴라  자기 도박빚 금액보고 놀라는 밍차드😂😂 931
2,아 무 무가 있었네요 😂     7
3,44 저두요 인터넷 멈춰서 매진되엇습니다 ; 메시지 보는 상상 자꾸 하고있고 막 😂😂 꼭 성공해요 🔥파이쟈 파이가 파이라🔥
4,8 우왓 감사해요🥰🥰 꾸님네 기욤둥이  냥님혹시나 해서 이름 언급 피해봐욤도 잘 지내고 계신가요 엄청 애교쟁이였던 기억이 나요😂😂
5,머리색 하며 별 자수들까지 너무 겨울밤 그 자체인 것 같아요😂💕 말랑함을 조금 더 즐겨볼까 하다 결국 요 아이도 뼈를 심어주고 말았답니다 😆 복슬복슬 너무 귀여워용
6,😂😂😂😂 저도 놀랐어요 ㅋㅋㅋㅋ
7,새로운 포켓몬인데 이름이 쫀도기래요😂😂 넘 귀여워서 입안에 넣고 와랄라하고싶어💕
8,네전 포기했어요 담주중에는 돼겠죠😂
9,아 포도알ㅠㅠ 깜빡 해버렸네요😂😂
10,쇼피 즌 구했어요오😂
11,아 나 유진이 좋아하네 자각이 너무 늦었다 😂  언제 이렇게나 모았는지 굿즈가 많아
12,1203 그니까여저는 7낮이 이에여😂😂😂
13,그렇다고 쏘렌토나 팰리세이드 같은 대형 는 좀 그렇고 말야 😂
14,ㅋㅋㅋㅋㅋ오리주둥이 새부리 이런거 저두 딱히 ㅋㅋㅋㅋㅋㅋㅋ근데 진짜 하오는 귀여워요😂 취향까지 막 바꾸ㅓ버리네요 맥스하오가ㅋㅋㅋㅋㅋㅋㅋ
15,비스트  볼 자신없어서 실사화 우리나라에 오면 볼까했는데 생각해보면 중상인 채 가서 보는 거 아님😂
16,가 문제 있는 노트북을 대여해 주면 어쩌냐 진짜 12대를 다시 세팅해야 하네 😂
17,더럽게 비싸서 문제죠 😂
18,아악😂😂😂😂 샘플 빨리 나오면 좋겠어 하지만 동생을 유진이가 만들고있다면 어쩔수없지 그래도 동물늏늊인형이 갖고싶어 그렇지만 인형이 예쁘게 나온다면 언제든좋아
19,환님 보내주신 포카 홀더 잘 무사히 받았어요 넘넘 감사합니다😂😂😂 같이 보내주신 예쁜 차도 감사히 마실게요 날도 덥고 번거로우실텐데 나눔해주셔서 정말 감사합니다💖🙇‍♀️💖
20,😂🔫 리트윗 팔로우 순으로 순서대로 정리해서 디엠드립니다 원본 고화질  디엠창 열어놓으세요 순서대로 정리해서 보내드려요 섹트 섹파 오프 조건  교복  여자 야동 야동 폰섹 섹파  1463281 51
21,잘 그려진 옛날 머샌 그림들 왼쪽만 보게 그리는 습관이 지금이랑 같다😂 727
22,손님이 꽤 많이서 알배생 하치씨가 고생 좀 하셨겠는데여😂🤍🤍
23,9 책을 몇 권 냈었습니다 몇 권 냈더라 여튼 개인회지가 아닌 다른 분들과 같이 참여하는 형태로 회지참여를 했었습니다 지금은 낼 수 있을지 모르겠지만 낸다면 웹발행이 되겠군요 낼 수 있을 정도로 덕질 열심히 할 수 있으면 좋겠습니다😂
24,일단 에어비엔비 고객센터로 문의해서 서기당한 숙소는 환불 받았구요ㅜㅠ 급하게 펜타 근처 숙소 하나 잡아서 묵고있는 중인데 에어비앤비측이랑 보상 문제 얘기중이에요 지금 기존 숙소보다 더 비싼 숙소를 급하게 잡게 된거라 손해가 발생했다라고 얘기중인데 먹힐지는 모르겠어요😂😂
25,🖤 지온시필  도미넌트 인더스트리 컬트펜 한정 황혼 새벽 🌃  황혼이 정말 취향 직격타라서 시필해놓고 한참 보고 있었네요😂 국내에서도 팔아주셔야 한다예요 4
26,84644491 항시 지갑 조심해요 😂
27,123 네 이건 거짓말😂
28,641222 국힘 경선때도 채팅창만 보면 홍준표는 떨어지고 황교안이 붙을 것 같은 분위기였대요😂 하지만 걸러짐
29,016 무슨 말씀이신지는 알지만😂 파스에게 저 질문의 답은 정해져 있다는 사실도 함께 전달드리며 솔라쓰다듬음
30,37727999 😂😂😂아이디어랄지 그냥 한마디씩 뿐이지만요 헤헤 저도 비슷하게 생각해주셔서 외롭지 않아요🥲
31,1227 저도 캉숩페어표 1개 남았는데 진짜 가서 눈물만 줄줄 흘리겠죠 사실 전 맆 넘버에서 다 우는 울보랍니다 😂
32,올해듀 신나는 생일이었뜹니다 꺄아아아아 징하게 생일파티두 하구😍❤️ 맛난것도 많이 먹구😂❤️ 5
33,오늘의써치는여기까지😂 주말관극을위해굿밤해야징 댕로좋아댕로짱 내일봐🎶
34,아 그때도 엄청 크게 입어서 ㅋㅋㅋㅋ 지금도 남자옷을 입는지라 ㅋㅋㅋㅋㅋㅋ 😂😂😂
35,펜타포트 입장줄 서다가 열사병 걸리겠다 😡 아직 입장도 못하다니 줄서기20분째 매표소도아직안보여 🤣😂😅
36,0613 4371  에고ㅠㅠ 넘 감사해용😘 지난 번에 음정팀에서 알려진다고 했거든요😂 그래서 이번엔 걍 그대로 설정돼 있는 줄 알았다가 혼났슴돠😳 매번 이캐 해야 할까요🤔😢
37,아니 공주님 직접 만드신 샌드위치를 드시지 않으시고😂
38,그럼 그럼 난 너만 바라보니 너와 함께 즐거운 시간 보낼거야☺️🤭  내 안에 너만 있다 😂🤣😅      방탄소년단진  2
39,찍어야지 찍어야지 하고는 늘 깜빡하네요😂😂  뎨헸✨️✨️
40,근데 이니여니여리 하는 사람들 보면 맨날 ㅇㅈㅁ 천박하다 어쩌다 난린데 그 분의 여니 여리는 품격 잇기라고 하단 소린지⋯⋯ ㅇㄴㅇ 그 분은 목소리만 좋고 입 열 때마다 골 때리는 소리만 해서 좀 닥치시오 소리가 나오던데 😂😂😂
41,저 그거밖에 생각안나요 삐까 츄 😂
42,10106 허허 뭔가 재밌어서😂
43,앙리한테 받는게 훨 나을 것 같긴 하다🤦🏻‍♀️😂 뮤연이 업어가서 앙리한테 접합을 좀 해달라고ㅠㅠㅠㅠ
44,집온도 자체가 32도까지 올라가는구나😂 근데 집에 혼자 있는데 에어컨 틀 수는 없지😎 치과 다녀오고 운동 다녀오면 샤워하고 에어컨 켜야지
45,저두 그거 봤어여😆 박끼훈은 아예 눈까지 감고 일몬도 럽포엠까지 감상하던데여😂 라사세 행쇼예여😘 근데 성후니 없는거 넘 아쉽 쉬부를때 기후니랑 채후니 무척 자랑스러워 했을텐데ㅠㅠ 니네집엔 성후니읎지 표정지으면서ㅋㅋㅋ
46,1028 오랜만에 짤 꺼내보는데 제눈끝에 흐르는 물은 땀인가봐요 😂😂  행복해라 애들아
47,맨날 밴드바지만 입어서  몰랐어😂  준호 아니였음 꿈도 못 꿨을일이얌 💛
48,감사해요 흑흑늦게 신청해서 그런가봐요😂😂오늘까지만 돼면 좋겠다고 생각했는데 이제는 그냥 이번 주까지만 돼라이 심정이 되었어요ㅋㅋㅋㅋ
49,900125 쌤도 저도 낯가려서우리 못보는거 아녜요😂😂😂
50,스트레스 많이 받으니까 보통 사람보다 흰머리도 빨리 날 것 같아요 😂 245
51,328 다른회사인데 넘 신기하조 😭💕 뇌트워크속에서 한 번에 매칭되어버린 커플이예요😂😂
52,이런거에 쉽게 홀리는 편😂 5654
53,드디어 다 그렸다😂
54,놓치기싫어서 화장실 뛰가서 했어여😂😂😂😂
55,단점 허리 아픔 장점 그 외 모든 것 편집도 구성도 영화판만의 매력이 분명해서 정말 재밌게 봄ㅠㅠ  는 그냥 그렇게 살아 너희 절대 헤어지지 말고 이 세상 모든 사랑을 독점 중인 것처럼 천년만년 행복하라구😂
56,2세 아기가 같이 자자고 칭얼거리면 💙엄마는 아빠랑 자야돼 아가 이러고 샬롯 옆자리 철벽방어하는 제프리😂
57,1561 루미에의 앞길을 막는 자에겐 루미에 펀치 항상 귀여운 루미에 팬아트 감사드립니다 진혼의 하늘님😂😂😂
58,1 사람과 말한지가 오래라서아직은 마스크 착용 중이라 부끄럽네용😂 8월 3주차 정도면 가능할 듯도 한데 다림님은 저하고 어떤 얘기를 나누고 싶으신 건가요ㅎㅎ
59,3456910번이요  다루는 진짜 천사👼🏻동심파괴 천사말고😂 정말 항상 고마워☺️☺️ㅎㅎㅎ
60,엇전 추천드리지않아요😂😂
61,😂😂😂😂얼굴이 작다
62,1122 퐁퐁님 되게 오랜만에 보는듯한😂 저 이제부터 멘요하겠습니다 받아주세요오♡
63,내래 유명하되 보지못하는 만화들이 잇엇소 도쿄구울1화보고 잔인해서 하차함 주술회전동일 체인소맨걍 너무무서움 등 제가 흑집사나 디그레이맨도 잔인한 장면은 별로 안좋아하는편입니다  무서워😂
64,228 노놉이곳에 짤 재벌 많으샤 🤣😂🤣
65,0223 헐 저두 내일은 3층이에요 ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ 저희 티켓팅 할 때 영혼의 쌍둥이였나봐요😂 저두 3층은 거기서 거기일 것 같아서 고민되긴 하는데 무대할 때 계속 오른쪽에 있어서 왼쪽은 안보이더라구요💦 ㅠㅠ 그래서 바꾸는 거 시도는 해보려구요🥺
66,근데 금요일 낮인데 트래픽때문에 공항에서 썬더돔까지 거의 1시간40분 걸림😂😂😂
67,쭝이는 평범하게 다녀갔는데 ㅋㅋㅋㅋ 과몰입 딴떵화 형제드라 😂 3849
68,미공개 미션있어요🤷‍ 부끄럼 많은 상현의 독사진 고집하는 우재 형😂  ;도포자락휘날리며; 일요일 저녁 6시 30분 방송🇰🇷🇩🇰 김종국 지현우 주우재 노상현 황대헌 220731방송 2
69,✨😊🐰💗😂  😍 사랑하자 624
70,4140 너무커어😂
71,카드는 자체가 체크밖에 없어서 실상 거기엔  아무것도 없습니다  😂
72,2 헉 실수로 흑발로 그려서 삭제했어요😂 칭찬 감사합니다🫶🫶
73,😂😂아힛 거긴 분위기만 좋았던걸루 ㅎㅎ      방탄소년단진
