,tweet
0,나 몬베베용 인스타 그냥 아예 따로 만들고 팔로워도 싹 다 정리했는데 혹시 맞팔 할 자기들 있어 나 걍 ㄹㅇ 내 정보 1도 없구그냥 몬엑 얘기만 올릴까 생각중🤔 원래 잘 안쓰던 계정이긴해서 61
1,사실 사장님은🤔 구름 과자 아니더라도 뭐든 같이 하기 무서울 듯
2,앜ㅋㅋㅋㅋㅋㅋㅋ 얼만큼이라 해야하징🤔 하늘만큼우주만큼😍
3,귀여우시니까요🤔🤔
4,01180 단챠로 뽑는게 나을까여🤔🤔 그건 10번 뽑는건데
5,드링크 벌 기회가 지금이랑 팀라이브 그리고 메들리 뿐인데🤔🤔1천갠 무리겠네
6,1227   저랑 잠시 면담좀 합시다 🤔
7,아마 몽시리로 시작일걸 🤔 오 이렇게 트친이 된이유를 다시금 생각하기 ;;
8,2 이개맛나 🤔🤔
9,257 이정도 약체력이면 가현이랑 비교 가능한데말입니다🤔
10,드림 애기들 별명 알려주실 분 🤔
11,아  안 되는데 근데 탑꾸 저렇게 잘 꾸며놓고 왜 자랑 안 해   🤔
12,그러니까요 왜 공지를 안주지저도 오늘 가서 하나에만 없다고 붙어있길래 그럼 다른건 있겠지하고 도장찍었는디 두종류 다 없다고 하셔가지구 한 23주 이후에 제작완료된다고 하시더라구요🤔🤔
13,여훔민 엠비티아이 →→  할때마다 바뀌나보네 내면에 자아가 몇개 있는 거고 🤭 우리 수현이는 빼고 아예 정반대 됐넹  특징이 인싸 사이에선 아싸 아싸 사이에선 인싸라서 맞는 거 같기도 하고🤔 나는 몇년째 몇번을 해도  나옴
14,비장한 사진도 궁금한데요🤔🤔
15,탐라보면 동생들 놀아주는 언니 느낌이에요🤔🤔
16,근데 이거 그럴만두하다싶은게ㅋㅋㅋㅋㅋ나랑 친구 기다리는데 어떤 커플분들 지나가시면서 뭔데 사람이 많지🤔하는 눈으로 보시다가 입구에 사진보고 아무슨 밴드 카페인가봐 그런가부다하고 가셔서 친구랑 웃참하느라 죽을뻔 당연함 사진이 밴드컨셉이였음ㅠㅠ 10
17,좋아 다음 주를 버틸 힘을 얻고 집에 간다 근데 폭우🤔 0
18,연반 루스매브에 임신튀를 더하면🤔 진짜 맛있겠다 임신한 사실 알게되면 매버릭은 루스터한테 아이랑 자신이 짐이 될까봐 도망치지만 사실 알고보니 루스터는 매버릭 자신한테 묶어두려고 매번 노콘유섹 해왔던거라면 빻았지만 루스터 매브 모르게 수면간도 해왔던 거면 좋겠다
19,프라우불 영입 완료 장비는 언제나 고민이지만 또 하나씩 하나씩 맞춰 나가야지 프라우불 앞에 키울 애들 아직 여럿 있으니까 조급하게 생각하지 말자😉  일반 장비는 가챠 외에서 얻고자 한다면 역시 전당밖에 없지🤔🤔 각성 재료보단 장비 쪽을 먼저 돌아줄까🤔🤔
20,0426 아아 제가 쓰는 배대지는 되는 거 같아요 스읍 그럼 구매해몰까 🤔 정보 감사합니다
21,1209 제꺼만 마이 샀어요☺️☺️☺️ 수컷들꺼 따위🤔🤔 아 몰랑🤣🤣🤣
22,저 말에 대해 곰곰이 생각해 봤는데 역시 자기 완결적인 사람은 딱히 친구 이상의 친밀한 관계를 필요로 하지 않는 걸지도 🤔
23,ㅋㅋㅋㅋㅋ 본인 최애에 대해 자부심을 가져야죠 팬이라면서 팬 맞나🤔
24,그럴수도 있죠🤔 그러시면 하의는 보온 되는 걸로 입으시고 이불을 살짝 두꺼운 걸로 준비하셔서 배 부분까지 덮으시고 상의는 편안한 반팔  입고  주무시는 것도좋다고 생각해요 😅  제 이야기는 그냥 보고 넘기셔도 됩니다
25,40 딱히 잘 모르겠음🤔
26,얘한테는 멀 입혀줘야 잘 입혀줬다고 소문이 날까🤔 2
27,혹시😶 힌트 주실수 있나요 뭔가 짐작 가는게 있긴 한데🤔 47394
28,맨날 찾아다니나바오🤔
29,하하 중스타파샤 어케 구하지 🤔
30,생일날아무리 해외에 있더라도 라이브 아니고 녹방인게 아쉽고 이해가 안돼녹방이면 녹방이라고 공지하든가 왜 라이브라고 말한거지🤔글고 상황이랑 시차땜에 안되지않겠냐는 사람들 있던데그러면 그동안 해외공연할때 브이앱 어떻게 켜왔음글고 지금 런던 점심시간이라 생일상 라이브 하기 딱임
31,목도리 매주고 옷매무새 다듬어주는 미유키가 보고 싶었던 나머지 자급자족했어요ㅋㅋㅋㅋㅋㅠㅜ저도 더워 죽겠는데 왜 한겨울 미솨가 생각났는지 알 수가 없네요🤔🤔
32,꼬마박쥐🤔🤔였나요흠
33,너무 자연스러운걸🤔
34,0312 헐 이걸 이제야 봣네ㅜㅜㅜ 나두 귀여운 위트랑 호감도 맥스를 넘어 흐르고 있오 💕💕 근데 인장 때문에 그런가 다들 닠이 생각난다고 하네 🤔🤔
35,애초에 싸웠었나요 🤔
36,2022 나머지는 음곧 기회 만들 예정이에요🤔
37,051 제 빵은요🤔
38,2017 😮 펄잉크나 테가 뜨는 잉크에 담그는 상상 물론 펄은 아무래도 가루니까 착색되지 않고 금방 떨어져버리겠지만요🤔 이렇게 백옥보리수에 대한 갈망이 점점 커져가고😂
