,tweet
0,퍼가요💕
1,
2,츄언니 트친소🥰💕 5
3,ㄲ ㅑㅏㅏㅏ 창호 형님 쵝오 설희가 돌아와서는 제습기 한 대 좋은 거로 선물해준대요♡ 흑흑 설희 귀엽게 봐주셔서 감사합니다🥺❤ 저도 탐라에서 잘부탁드려요😍💕💕💕
4,내 사랑 쩨꼬 🐣 나랑 같이 마잉데잉하고 끝내주는 8월 보내기 😖💕
5,땡❗️핑크색 💕
6,미와는 지쳐도 그냥 지금이너무재밋어서 솔직히 지친것도 모를것가타요 둘이 시내도 가고 도서관도 가주라💕
7,유주님 쇼케때 잠깐 뵈서 너무 반갑고 좋았어요 8월도 잘 부탁드리구 앞으루 더 친해져요🥹💕
8,워너원 영원히 😌❤️😘😂😭🥹🥳🤣😍☺️💕👌🥰😇😍😘😚😙☺️🥲😅🤩🥳😚😛🫣🤗🤭🤩
9,97 하 역시 제 품에 오게될 운명이엇나바요🥹💕🥹💕
10,아 집에서 혼마루 브금 들으니까 이상해요좀이따 근시가 나 찾으러 올거같음  💕
11,퇴트할게요🌙🌙🌙 다들 시원하고 평온한 밤 보내세요💕💕💕
12,9158 9733 앜ㅋㅋㅋㅋㅋㅋ 바꾼거봐 짱 귀여워੭•̀ᴗ•̀੭💕💕
13,야화첩 글리픽 💕 모펀 변덕 야화첩 콜라보카페 4
14,💓 팔도강산  일탈 조건만남 노예스타그램   💕
15,0 헉 그렇군요ㅠㅠ 따셨길 바랐는데 아쉽네용😢😭 답장 넘 감사드려요❣️😘💕
16,오빠 🌈존💕 ㉯ 🦄 변호사같아요오😻😻😻 86
17,신규예약  야마노스스메   23년 05월 발매 굿스마일컴퍼니 넨도로이드 1397  아오바 코코나  🔗17  이딴가게 홈페이지에서 예약판매중입니다 💕9월 4일 주문마감 ㄴ마감일 이후 품절될 때까지 판매됩니다 2
