,tweet
0,넵넵😳 절대 허락 못해드려욧
1,หน้าดื้อ หลังแฟน 😳 새프로필사진
2,1 헣😳 언젠가 치친술사가 되어 주원님 옆에서 란란루를 추겟습니다👀💝
3,떠나요올리브영 이번 달은 휴가의 날 펜션만 3번 가야해용 안그래도 올리브영 데이지크 입점 소식에 살 게 산더미 펜션 갈 때 야무지게 사게 해주세용😳😳🫶🏻❤️🔫
4,헉 꺅 사랑합니다움쪼❤️❤️❤️😳😳 벌써 넘설레용
5,자전거 타고 산책을 하고 전시를 보러 가고 꽃게랑 놀고 하는 걸 남주닝  이라고 한대 나 진짜 첨 알았어 넘 귀여운 말이다 😳💥
6,이상해 친구님😳 욕하세요 욕🤣🤣😇😇
7,학원쌤한테 모르는거 물어봤는데 이렇게 답하심 음 ㅠㅠ 혼란  😳 84
8,5 찾았어요 방금😳😳
9,크으으으응ㅇ으으응‼️‼️😍😍💜💜루 ㅔ전드 강약조절 보소‼️‼️‼️😳😳뿜ㄲ ㅣ릿요‼️😍💜즐겁게 춤에 몰두하며 웃는 예쁜호비 모습 온몸에 전율을 일게 만드는 순간이겠습니당 ㅠ 넘 이뿜 바지 수박컬러같아서 기요움 😍😍ㅆ ㅣ우어어어어엉언한 맛까지 사로잡은 넘 쭈아용‼️😍💜
10,네 날이 너무 좋아서 이건 집에서만 봤을 때 좋은 거라 나가면 환상이 깨져요😳
11,햄뭉 새벽에 김치찌개 고기 건져먹먹다가 걸린 민역이 웅냠냠 개존맛;;;;하는데 탁 소리와 함께 환해지는 부엌 끼기긱 고개 돌리면 턱에 호두 생긴 유기얀 있음 민역아 안 자고 뭐해 😳;;;;;;;;; 진짜 깜짝 놀래서 뻔뻔하게 왜 뭐 고기먹는 중 이라 받아칠 타이밍도 놓치고 눈알만 데굴 굴리는데
12,다음주 엠카 소시온다😳 03
13,320220 오늘 고백데이에요우와왕😳
14,0313 저는 중학생이에용  편하게 선반 해주세욤 😳
15,7785 헐 그런데 설마 마루님한테만 잘해주는 건가요😳
16,으 으아악 으악 당연하죠 저 저 갑자기 제캐 납치하셔서 샘캐랑 부벼도되는데 뭐든좋은데😳😳😳😳😳😳 너무ㅜㅜㅜㅜㅜㅡ영광입니다😳😳😭😭😭😭😭 4
17,잠깐 딴짓하다 왔더니 40만원 더 늘었어😲😳😳
18,627 아놔ㅠㅋㅋㅋㅋㅋㅋㅋ 왠지 오너님이라면 은구를 갱생시키실 수 있을 것 같아요ㅠㅋㅋ 네 세계제일공주님이 정신연령 유치원생이라뇨 귀엽다😳
19,9 참내 그치만괜찬아여 이영상만으로나는코피가터졋으니깐 뿌헤헤 고마워요짱깅아😳😳😳😳😳💗💗💗💗💗💗💗
20,안녕하세요 교교님 😳 탐라에 자주 보이셔서 친해지고싶어 팔로드립니당;; 잘부탁드려요오💗💗
21,😳😳😳😳 올 올겜즈 정도면 가까운 거 아니에욧 사실 저도 초능력커뮤 앞에 누워잇거든요 그런데 선관 짜요 햇다가 플필 못 내면 너무 부끄러울 것 같아서 비밀로 하고 잇어요
22,0616 저도 조심스레 손 들어봐요😳🙋🏻‍♀️
23,52 어우아녜용🐰😳
24,벗으면 벗고있다고 뭐라할거면서 이거라도 걸치라고 입고있던 옷 벗어주는데  🫣😳
25,아 또 의식의 흐름대로 적어가지구 문대를 아현이라 적어놨네요그치만 하쿠님 아현이 잘 어울리실게 보이니 해주세요😳😳
26,와 요번에도 진짜 너무 예쁨😳❤❤ 2개만 산 거 후회 중  더 사야겠다 54
27,00505 ㅋㅋㅋㅋㅋㅋ 녹아내릴 듯😳 언니두 고생했어😍😍 밥도 맛있게 먹었어여 고마워💛💛 담엔 꼭 내가 솜넣할거야😘
28,헉 세상에 감사해요😳😳
29,아니 저 친구 재차니랑 같이 댄스스 해서 얼굴 봤는데 재차니보다 어리다고요 😳 세상에 스무살칭구
30,꺄😳❤️❤️❤️ 8
31,22 저돌적인여자😳
32,이거 뭐냐면 볼하트 해달라 그랬는데 볼하트는 진짜 못하겠다고 그러다가 어떤분이 저렇게 댓글 쓰니까 해준거임😳 31
33,진짜😳 3
34,ㅠㅠㅠㅋ ㅋㅋ ㅋ ㅋ 저도 소실 스타팅으로 고르고 으무라고 지었어요불타는게히이로생각나서 ㅠㅠㅠㅠ 백설님두 푸키몬 하시는구나 웃 너무 반가워요 진짜 저 완전 푸키몬 오타쿠랍니다😳🥺😳❤️‍🔥❤️‍🔥❤️‍🔥
35,멋찌당😳🤍😳🤍
36,멋지다😳언니 입에 맞았어 마요네즈맛이 적었나
37,어제 본 오메가버스 재밌었어 빨리 2권 나왓으면 수가 존귀😳
38,나 자신이 넘넘 귀여워😳😳 61
39,나 뽀쪽 당핷다 애두라😳
40,😳😍😍😍 정말짱이이요
41,그럼 난  한참 뒤에 😳
42,섬 다니고 전설카드팩 뜨면 남바절 주세요 비는중😳😳✨️
43,제 로망희망바램 이긴 한데 트친들 다 한번씩 직접 보는게 제 바램입니당 얼굴보고 대화하는게 아무래도 좀 다른 느낌을 주고 친밀감도 다르니까요 어떻게든 더 친해져서 건오 호다닥 하고싶오용😳
44,20 우웃 눈물뚝햇어요 헤헤 그렇담 모모세도 수영복을 입겟죠 얼마나 귀여블까😳❤️😳
45,와아 위니님 멋져😳 아 저두 투잡할까봐요 ㅋㅋㅋ       방탄소년단진
46,헉 아직 안봤어요 장키 시즌이 여러개라 뭘봐야할지 몰랐는데 러브인도쿄군뇨 메모하고 꼬옥볼게요😳감사해욥😳
47,0913 ㅋㅋㅋㅋㅋ 물론 불펌 허가 드립니다ㅋㅋㅋㅋ 허허걱쓰 그렇네 한이가 한 번도 형이라고 안 불러줬었구나ㅋㅋㅋ 제 망상이 만들어낸 결과네요 😳😳 귀여운 이한 더 보고 싶어요 형이라 부르는 거 듣구 싶다
48,저두요 저 어릴 때부터 아주아주 행복한 일이 생기면 행복장아찌가 된 것 같다는 생각해서 그런 이름의 폴더가 있어요ㅎㅎ 베리링은 그 폴더의 단골손님이세요。。。😳💜 59
49,해차니 정장은최고야 😳🤤 28
50,헉로아샘 저도 매일아침 로아샘이 안보이시면 뭐가 허전해요！😳 저도 28일에 완전 까먹고 있었지뭐에요😭 홍대 다음에 가게된다면 꼭 만나요₍ᐢ⸝⸝› ‹⸝⸝ᐢ₎💛✨ 955
51,왜이래증말 😳
52,목소리😳 아니 근데 비요뜨가 목소리😳 아니 근데 하품이 됐고 목소리가😳 반복하게 됨
53,에에에에 그렇게 다르군요 놀라워요😳😳
54,52 배디젼 요기요 요기‼️‼️‼️😳
55,어머😳
56,이오빠 나랑 다를 게 없음 킹누 노래도 해줬으면 일도라던지😳 4
57,민디요 글고 회린이랑 한이도조음 ㅎㅎ 치로가누진쓰얘기하는날이얼른왓으묜😳😍
58,37 ㅜㅜ 걱정해주셔서 감사해여 너무 다정 다정하셔서 닉넴이 다츠님인가😳❤️ 머리 비우고 차 마시고 음악듣기 오늘 밤에 함 해볼게요 감사해요💙💙💙 새벽에 롹 함 갈겨보자고
59,엄청 빡세게 하드한 거 나오면 좋겠는데 이제 슬슬 저온촛농쯤은  😳
60,이쁜 사랑😳😳
61,마구니가가득해😳😳😳
62,미친 갑자기 훅 들어온 한국말😳
63,완전 찌부됐는데😳
64,0 03 덕자요 이젱 감사해요😳🙇‍♀️
65,볼게 없어서 안은형님 봤어😳
66,1 와앙아악 혜님😳😳😳😳 고마워요오 ㅜㅠㅠㅠㅠㅠ 혜님듀 오늘 와방방 좋은 하루 되시길 ❤️❤️❤️❤️❤️❤️🫶🫶🫶 고마워요
67,89 선생님 아무래도 근래 백구가 반지 18호끼는 누구와 연애를 하느라고 자꾸 예뻐지는 것 같습니다 그동안의 모든 필모와 활동과 등등등을 비교해도 지금 소누의 얼굴이 정말정말 압도적으로 말로 표현이 안 되게 예뻐요이건 사랑의 힘이라고밖에는😳
68,👊👊 섹트 떨팝니다 캔디팝니다 🥶아이스 😠캔디 🤭강남캔디 👾강남위드 🤯서초위드 😶‍🌫️서초캔디 🥵케이 😥떨액 😳브액 😭😭 위드팝니다 차가운술   👿👿👿👿👿👿👿👿👿 953
69,3 도시락 너무 귀여운 😳 즐거운 피크닉 되시길
70,204 ㅠㅠㅠㅠㅠㅠ그러게요😳😳😭 아쉬워요
71,5 😳☺️☺️드러오세요
72,할말 다 하는 정택운 머시써 😳👍🏼
73,짤 너무 귀여워서 화이팅 할 수 있을 것 같아요😳😳 감사합니당💗💗💗✊
74,11378627 아니 징짜 십년이여 😳
75,아직 뵤이 안봤지만 ㅋㅋ 옴메옴메 품절쓰😳 6
76,이뻐요😳😳 저도 이제 새로 살겁니타 후훘
77,아마녀사냥ㅈㄴ기대돼 개재밋을거같애😳
78,우리 아이가 달라졌어요 😳
79,211 악 이미 사셨어여 😳😳
80,오마니 양산 소ㅑ핑나왔다가 내가 더 많이쓴거 실화인가😳🤣
81,1 일본 가시나욤😳
82,81 어멋😳😳
83,꼭 사랑한다 해주고 가는 것도 진짜 너무 좋음 모수종😳😳😳
84,0 정 말 😳😳😳
85,11 헐 짱이에요 사랑해요💙💙😳
86,92407261 이분 믹코 천재신가봐  나도 믹코 해볼까😳
87,오늘도 존잘이네💙 팔 힘줄 핏줄 미챴네😳💙 4
88,흐으으음 후자도 괜찮지 않을까욧 샘 편하신대로😳🤍
89,너무 이쁘다😳
90,프로요😳
91,나는세얘기하는거 그냥😳보고잇어 몰라모른다고
92,그게 무슨 소리죠 테디님이 훨씬 훠얼씬 귀여우시다는건 이미 온 세상 사람들이 다 알고 있을거에요❕  말씀은 감사하지만 거짓말은 나쁜거에요😳
93,서우님 서우님 란 진짜 잘 어울리실것 같아요 ㅠㅠ 사실 제 사심이에요 히힛 캐캐체 아무도 잘 어울리실것 같구요 😳
94,분홍색도 잘어울림 😳 63
95,손이 예쁘시네요😳
96,13 😳😳😳😳😳진쫭  그람 안덴딩 🥰🥰🥰🥰
97,📑🏢😳 리트윗 팔로우 순으로 순서대로 정리해서 디엠드립니다 원본 고화질  디엠창 열어놓으세요 순서대로 정리해서 보내드려요 섹트 신정동 변녀 섹스 맘눌피 일탈스타킹  3 2972
98,ㅋㅋㅋㅋ ㅎㅎ그럴수도 있죠 ㅇㅇ 처음엔 치욕스러워하다 이후엔 자기가 할테니 가만히 있어라할 듯 ㅋㅋ 😳
99,06 으악 저도 😳
100,0 챰크님 이런 취향을  힐끔 😳
101,아무래도모두의 다정한 말씀 덕분에🔥💌🌸🌹🔥🔥🔥🔥😳🔥🔥 쏘해삐
102,😳 섹트 영덕군 멜섭 의령
103,아악 주현아 눈치없이 뭐해 얼른 뿅하고 나와야지 😳
104,0912 헉 신기해요😳
105,오늘의 제 픽은여😳 5
106,별님이 그림 엄청 느셨는데요 😳❤️ 0
107,1 앗 그래서 쟈기랑 한다구💕💕 이미 했자나 힣😳
108,갈라지는것 보소 😳😍🤩
109,탄탄님 😳😳😳😳
110,🐠 당신의 현최애 탈덕시기는 ────────────────── 😳💦 굉장히 오랜 후에 탈덕하길 바래야겠네요  님은 가수님을를 죽은후에 탈덕합니다 15
111,2222 샘개이뻐요 😳
112,😳 최고의 칭찬을 들엇어요 ㅋㅋㅋㅋ ㅋ ㅋㅋㅋㅋㅋ ㅋㅋㅋ그렇게 유쾌하진 않지만ㅜ 루카스럽다니 넘 좋은 이미지로 보이고 잇는 것이 아닌가 싶지만 영광이에요💛
113,65214581 하지만 지성이 땨랑하는 맘은 똑같이 예쁘니까요 표현의 차이일뿐☺️ 쿼럽님일케 불러두 대나요😳도 매일매일 지성이 사진 올려주시면서 예쁘다규 해주시는데 저는 그게 그렇게 좋더라구용😘
114,힉 어ㅐㄹ캐  이쁘 나랑 친해지자😳
115,목요일은 힘들어 밥못해 족발먹자 오늘은 주먹밥이 두개😳 남은 불족 양념에 비벼먹기  26
116,넘 무서워서요😳😳😳
117,멋쟁이 배우 오정세씨 😳 앞으로도 우리 머쓱 허당 삼촌과 잘 지내주세요 4
118,이거 가능해 😳 26
119,0701 그래서 정상적인 음식이라고 말씀해주신거군요😳
120,트위터 새로고침 소리 바꼈어요 😳 전엔 똑 이거 였는데 지금은 또로로로록
121,일본어를 할 수 있다니 깜짝 놀랐어요😳 저도 한국어를 더 진지하게 공부해야겠어요💦💦  무슨 애니메을 좋아합니까  액자를 많이 사셨군요😆👍✨✨ 최고네요   님 집에 조심히 가세요😊👋
122,처음 나왔을 때는 첨보는 모습이라 당황했는데 그런 모습마저 넘 잘어울려요😳
123,싸함은 싸이언스 자다가 싸한 느낌에 트위터 멘션을 봤는데 아무래도 이 계정 ㅅㅊㅈ 라는 생각이 들어 팔로잉 팔로워 찾아보고 키워드 검색도 해보니 아무래도 그런것 같아요 우선 차단해두려고요😳 668
124,너무나 무우 같아요😳😳
125,07200 헤헤 누굴까요오😳
126,우왓 나 월드컵 챙겨 봐야됨😳
127,중스타 한정 동화 콜렉션이라는데 뭔가 기대되네요😳❤️ 0
128,감사합니다 😳 44
129,홈바 캐모마일하이볼  이러려고 캐모마일 농축액을 산 건 아닌데 🤣  근데 생각보다 너무 맛있어😳👍🏻 0
130,저 인장 바꿔도 알아봐주실거에요 최근에 자캐를 새로 그려서 바꾸고 싶은데 😳
131,친해져요 친해져요💖😳☺️
132,감사합니다 앞으로 애용하겟어요😳😳😳
133,쿼카님 혹시 저랑두 말놓으실래요 절대 쿼카님을오래전부터계이하기전부터지켜보고있었다거나 친해지기만을기다려왔다거나 하는건아니구요 그냥 ㅎㅎ 쿼카님이랑 더 친해지고 싶어서😳🌟
134,3 메이유 프라임세포가궁그매요😳
135,ㅁㅊ금손🫢😳
136,어매낫😳
137,와 오늘 점수 무슨 일이야 😳
138,앜ㅋㅋㅋㅋㅋㅋㅋㅋ 아닙니다😳😳
139,허어어ㅓ 이게 뭐라고 100명씩이나😳🫢🫢 감사합니다아 96
140,도대체 어떤남자가 일끝내고 작업실에서 이런 옷 입고 사진찍냐 ㅅㅂ 😳 426
141,07161 눈누난나ᐟᐟ 리리님 손 잡은 건 조은데 현실도피 이게 맞아요ㅋㅋㅋㅋㅋ 😳😳
142,0333 에어팟 맥스용😳💕 이벵 감사합니다🙇🏻
143,막 찍었당 😳 59
144,3 사랑합니다 😳❤️
145,습하고 젖어서 찝찝한 게 아니라면 장마도 좋아하는 편이라네요😳 그래서 결론은 8월의 마린이 너무 기다려집니다
146,아니 마크ㅋㅋㅋ제발ㅋㅋㅠㅠ 이렇게 쪼꼬미라니😳 363
147,나 힘두러    사랑애😳 3
148,으아아아아아악😘😳😳 아늬 징쨔 너무큩트워 해여🥺🥺🥺 징쨔 자누니 쬰뚀기 그잡채예여❤️❤️ 첝재모야쌤 어쩜 저렇게 졵뚃인 뚀기를🤦‍♀️❤️❤️
149,언니다 😳 앞으로 친한척 많이하겠얼🍊
150,헉 네네😳 아 맞다 보내면서 팔티도 조금 챙겨드릴려구 하는데 다음주 안으로 보내드려도 괜찮으실지
151,응 자기야 늦어서 걱정했잖아 😳
152,나 가긴 할거같은데 아직 뭐할지 모르게써 😳
153,진짜 개막장인데 이 사진 보자마자 이런거 써보고 싶었어요🥺😳
154,01 오옭 맡겨놓은 홈런 찾으러 가시는군요 화이팅임다😳😳👍👍
155,2017 멋져요  😳😳😳
156,춘팔님도 요나입덕부정기😳
157,혹시 클튜 브러쉬 추천해주실 분 계신가용😳😳 67
158,헐 웅 수림식당 가지만두 가지 사이에 만두소😳👍 짱 맛있음 가지 짱 커
159,넌 진짜 어느별에서 왔어요 지민이는 😳 671
160,68 그냥 지릅니다 😳😳😳
161,미쳣나바 😳 1
162,2 예음어좀 많이 당황스럽네요😳
163,이거 냅다 내일  모레쯤 발주 넣을 건데 추가적으로 같이 나눔 어떤 게 좋을까요🫶🏼 타래 투표😳 0
164,허걱 토르 차 이벤트😳😳
165,0108 음5낯선😅경험해보지못한😳🤣
166,천사님모심글 천사님여기에요 천사님을모십니다 갠봇모셔요 갠봇님모셔요 온더훅천사님모셔요  온더훅갠봇님모셔요 온더훅천사님 온더훅갠봇님 온더훅개인봇 천사님모셔요 컴마갠봇님 컴마천사님 고민중 진짜야😳
167,너무 긴장하지 마시고 시험지만 잘보고 오셔도 멋진거니까 놀러갔다온다 라는 마음처럼 가볍게 다녀오시면 좋겠어요 늦은 새벽이네요 좋은 밤 되시길 바라며 화이팅😳
168,🐲😳🌂🎴🚀 리트윗 팔로워 많이 해주세용 하트달면 디엠받아줄게용  일탈섹트야동맘눌뎀맘눌피섹스야동서울부산인천대전교복목소리보지  8 830
169,누뉴야 프룩아 헤어스타일이 오 😳  누뉴야 프룩아 더 살빠진거야 😳😳  역시 오늘도 핑크와 화이트네 😳😳😳 그래도 예쁜데더 살 빼면 안돼 😭 걱정된다😭😭😭
170,1115 😳 후라이 님도 민췡에진심이시자나요 우리 둘 다 똑가태
171,40 😳 아직 부족해 ⋯많이는 해 줄 수 있어 진하게는 어떻게 하는 거야 가만히 눈을 데굴 굴리며 생각하는 듯 했다 곧 눈을 감고 입술을 내미는 모습에 네 입술에 다시 여러 번 쪽쪽 입 맞췄지만 네가 바라는 게 맞는 걸까 확신이 들지 않아 고개만 기웃거렸다 ⋯잘 모르겠어
172,43 헉 그렇군요😳 으아 아쉽네요😭
173,어😳
174,28 하예나 좋아요😳
175,오 자리맡아두는게 가능하구나 다 철거한다고 알고있었어😳
176,95 아니 찐미남님께서 맨션을 😳😳😳감사합니다ㅠㅠㅠㅠ 🫶💗💗💗💗
177,마음에 준비는 필요없는데 초보자이시군요 그냥 볼때마다1024번 오락😘😱가락하면😵‍💫😳 됩니당🥵❤️‍🔥
178,해썹인증마크라니 ㅋㅋㅋㅋㅋㅋ 제가감히😳 판타지에스토리좋앗던건 라디오스톰추천드립니다 제가 너무쭈아하는작품이에요  판타지는아닌데 와우도 소설대신 웹툰으로봤는데 너무 주앗어요😍
179,허거댕 제가 고딩드림주 진짜 못쓰는데 감당 가능하십니까  노력해보겠습니다 😳😳😳    667
180,어라 아직 1화도 안 봤는데요😳ㅋㅋㅋㅋㅋㅋㅋ
181,이번엔 짱크다😳 6
182,분명히 저 위에다가 뭐 입지 않을까시픈 부끄럽대욧😳😳 쿄쨩이 더 기여워요 손가락 마음껏 넣다뺏다해 우리 쿄쨩 하고싶은거 다햇
183,99 갈포요 이벵 감사합니다😳 31
184,지짜 채고 기엽다 링고가 체고 머거••😳💗
185,12345678 😳 감사해요 💗💗
186,54 갹 조아요 😳😳
187,818 저요😳🤲
188,1122 아아아아아아악 감사해요😳❤️
189,언니드림주는솜사탕같음😳😳😳😳
190,엑 😳😳
191,이러고 있는데 남친은 일만한다고요 😳
192,820 사랑스러워요💖🥰💕😘😳😚
193,150괄♡ 사람 좋아하는 엔뿌피는 신납니당 트친분들 잘 부탁드려용😳💙 61
194,둑흔😳💝
195,오늘 선물 받은 생일 케이크ᐟ 크림이 꽃 모양이라서 완전 예뻤던 행복한 하루였습니다😳💛
