,tweet
0,방탄소년단진 오전 기사727🐹🐹 💚 톱스타뉴스 💚 1 225 2 1  😊방탄소년단진 을 포함해서 댓글 부탁드려요😊 💚 뷰어스 💚 1 896  석지니의내킬때를응원해♡
1,830207 가지와 고추 너무 바람직해요 제가 자주올리는 직접찍은 가지랑 고추도 두고갑니다😆😊😊 6135
2,95 네네💜😊
3,일얘기랑 소소한 일화들도 귀엽구 매미를 걱정한 사쿠마도 너무 귀엽지 진짜 작은 일상들인데도 사쿠마가 얘기해주니까 너무 재밌어😊 사쿠마도 더위조심하고 물 많이 마시기 잡지는 어어어엄청 기대중이야💗
4,1207 친하게 지내봐요😊
5,아 저 파워랑 스피드 신경쓰느라 그걸 놓쳤네요ㅜㅜㅜ 지금 바로 해볼게용 감삼둥😊😊
6,10연만에 제 품에 와준 효자입니다😊
7,감사합니다😊😊 저도 ㅂㅁ님 썰이랑 그림들 넘 잘보고 있어요 존잘님 라뷰라뷰💗💗💗
8,말이좀 세게 나갈 수 있어요 9할은 진심 아니니까 쪼끔만 양해해주시기😊  트윗은 잘 안하지만 애기들에 진심인 캐럿이니까 예쁘게 봐주세용😘
9,4 쌤 옆자리에서 같이 도며들고ㅋㅋㅋㅋ진쨔 좋았어요😊🧡 또 봬요 감사함니다앙🫶🏻🫶🏻🫶🏻
10,존꿈꾸세요😊
11,미코님이 하시면 잘 어울릴것같아요  😊😊😊
12,경윤이 엄청 좋아하고 사랑하시는 게 너무 눈에 보여서 좋아요 저는 이 분 만큼 필리버스터 잘 못하기도 하고 친해지고 싶어서 맨날 마음만 눌렀던 것 같아요😊 제가 많이 치댈테니 받아주세요
13,0142 귀엽당😊
14,네 당일에 태그드리겠습니다 😊
15,9592 잘자요😊
16,맞아요ㅎㅎㅎ감사합니다😊요녀석이에요 아키나가 그린 아귀인데 너무 귀엽죠 얼마전에 트친분이 키링 만드신거 보고 떠올라서 만들었어요 239
17,😊 목재문 어린이수영초보 유치맹출시기  📳
18,꼬시는 멘트 작렬 네한 ㅋㅋ  내 행복도  이 너의 행복이야     방탄소년단진  우리 함께 행복하자 🙏🫢😊 6
19,추적추적 학창시절의 비 오는 날이에요🥰🥰🥰 신선한 비오는 날이 그리워지는 요즘이에용😊😂   286
20,오 엘빈 멋있죠😊
21,54888215 아이브 컴백 레이 드볼 해보고 싶은데 돈이 없어요ㅠ 당첨될 지는 모르겠지만 꼭 당첨되었으면 좋겠어요ㅠ 이벤트 열어주셔서 감사하고 코로나 조심하세요😊
22,45 감사합니다 만두님🥺🍀🍀🍀🍀 저저작년 빠따하게벼락치기 운동을 열심히😊🤟🤟
23,고마워요😊💖💕
24,95 쑈 좋아요❤ 얘도 청명이가 출아법으로 낳은 수준이어서 저에게 부담은 없을듯 합니다 제가 또 키도 올망졸망해서 맘도 편하네요😊
25,대구티켓 받았다😊기분조아
26,전 오뎅러버입니다 😊
27,좋은 아침이에용😊 레드허니콤보인가보네용 맛있나용 교촌은 허니콤보 밖에 안 먹어봐서
28,일반입금까지 모두 마무리 된 후 배송지 변경 폼을 업로드 할 예정입니다 추후 배송지 변경 기간을 통해 꼭 수정 부탁드립니다😊
29,내가 당신을 잡으면 거기😊
30,요즘 날씨가 너무 좋아서 사진찍는 맛이 있네😊 8
31,스밍인증 안해도 다 하고 있어요ᐟ 😊 78
32,🐵 이현동출장업소 평택출장안마 아로마 양산출장업소  😊
33,775778 감사합니다💜 은우햇살님 선물도 곧 도착할꺼예요🥰 싸인은 안지워지게 어떻게 보관해야 하나 고민중입니다ㅠ 혹시 보관팁 있으면 저도 좀 알려주세요😊
34,헐 좋아요😊 완전 환영
35,아니에요 답장 늦어도 괜찮아요😊💕 맞아요 하늘 사진이 많으니까 언제 사진인지 모르겠네요 ㅎㅎ 그래도 하늘 사진 많이 올려주시면 좋겠어요🥰
36,️ 흐리다고는 하지만 굉장히 덥습니다🥵  시원한 녹차 지참하고 있습니다😊
37,안온김에 풀콤 좀 했음😊❤️ 0
38,어떻게 찍었을진 모르겠는데 그냥 개쩔 것 같아 응응 류혜영이니까 응😊😊😊
39,💗2장 남았습니다😊
40,헉 ㅠㅠㅜ 저는 지금 막 아픈건 아닌데 아 내가 코로나 걸렸구나ㅜㅜ 싶긴해요ㅠㅠㅠ 샘 그래도 완치되어서 다행이어용😊 앞으론 절대로 금지금지
41,안녕하세요 알티 부탁드리겠습니다 감사합니다😊
42,어제 이 엽서 보자마자 이온님이 넘 보고싶었어요😊 예쁜 경수 그려주셔서 많이 감사해요💗
43,목 아프시대서 걱정했는데 노래 조금 부르고 그림방송으로 더 재밌게 해주셔서 너무 좋았어요😊 민햇단 그림을 보고 로즈님 그림을 보니 정성껏 그리셨다는 생각이 드네요ㅋㅋ 오늘 방송도 수고하셨고 좋은 밤 되시옵소서  바니루리 기원 1일차
44,그쵸 ㅋㅋㅋㅋㅋ 포평이 하나 둘 하나 둘 소리 젤크게내는 부원이고요 어울리죠😊
45,101 네네 오전입니당😊😊
46,투닥투닥 거리지만 서로 피해가 1도 안될거 같아 하찮고 귀업져😊
47,0202 당신 미소가 참 아름답습니다 😊💕💕
48,이렇게 쏘스윗한 사람 본 적없다😊 섬섬옥수 인사👋👋  겨울지나벚꽃 강희 814
49,에헤헿 감사합니다아😊😊
50,이온님😊
51,귀엽고 난리😊    당신이소원을말하면 지창욱 チチャンウク  池昌旭 1
52,아놔ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ암튼 전 오늘 엄청 즐거웠습니당😊 담에도 불러주세요
53,ㅋㅋㅋㅋ 트위터에서는 인용도 내맘대로 못다는군요 예예 즐거운 시간 되세요😊
54,4 안녕하세요 트친소 흔적 보고 팔로우했어요 실수였다면 스루해주세요 😊
55,1126 당연히 마음에 드는걸  다시 한 번 축하해 쥬리 좋은 모습 기대할게  😊
56,🦢 섹트 벽암고양이 술자리 인천  😊
57,안녕😊🌼  날씨 좋아☀  일 다녀올게～💓 448
58,디엠 드렸어요😊
59,결국 🆕👖가방버전앨범사부럿다  다 품절이고 위버스샵에만 남아잇다구해서 다시는 깔 일 없을 줄 알앗던 위버스샵을 깔고 개같은배송비 3천만원을 지불하고 설레는마음으로 기다리는중 😊😁😊😁
60,글샵 브이리나 양도합니당  70 죽입시 에눌 😊   에스파 핫트랙스 영통 걸스    세비지    디지팩 카리나 윈터 지젤 닝닝      20
61,방토가 들어가니까 눈이 뗑구르르👀👀 귀여워😊
62,데려가실분 친절히 모십니다😊😊 55
63,트친소 내렸어요 새로운 트친님들 반가워요 저는 진입장벽 없으니까 언제든 말 걸어주셔도 좋아요😊 혹시 익명님 도착 안 하셨으면 선팔해주세요   앞으로 잘 부탁드려요🥰
64,924 저두 결제했어요😆 곧 배송 올 것 같아서 행복합니다😊
65,편안한 밤 되세요 😊  🔥
66,저도요😊 이번에는 전화도 있어서 다행이에요 간만에 뉴일러라 더 좋아요
