,tweet
0,109 🙄🤭🫢 🤐🙊참는중
1,2 🖤🙄 차라리 이 둘이 있는 게 낫지 🖤🙄    🍈😾  🍞😸💕 로베삐 기다렸어 🖤😌 그래그래
2,포스터 자꾸 올리는 놈이 내 트친 아니어서 다행이네   욕 발사할 뻔🙄
3,갑자기 대선 후보자 토론회에서 100 얘기 할때 눈만 꿈뻑대던 굥 이 떠오름 🙄
4,아닠ㅋㅋㅋㅋㅋ 단체사진 공연시작하고 올려주면 나는 인터때 보게 되잖아🙄🙄 머 그래도 사진 올려주셔서 감사합니다🥹
5,시티드로우가 등근육 광배근 운동이구나 🙄😮와우
6,1843 미국에 갔다온 이유가 궁금한 이유 너무 뜬금없이 방문 그것도  얘기 나눈 사무실도 그냥 창고수준 🙄
7,3 과하지 않게 팔뚝에 하나 정도는 갠춘할듯🙄
8,1013  힘들게 눌렀으키 더 소듕한 해시🤭 지민이 두 눈에 남긴 네 모습상상하며🙄🙄🙄
9,쟈 이제 남은건 쪼님 일정에 맞추는것 뿐이니까🙄🙄🙄 회사와 체력과 알콜과 원만한 협의 부탁드립니다
10,내가수 생각 안하니까 저딴짓하겠지🙄
11,럭드 행복하게 마무리하나 했지만 인간의 욕심은 끝이 없고 8번 더 했지만 45등 ㅎㅎ 여러분 중독이 이렇게 무섭습니다🙄 그냥 사진 하나하나 다 너무 예쁘지만 일단 우리 융기랑 하이파이브 짝 융갸 너 높이 있도라 절대 내 키가 작은거 아님👀 95
12,오전에 바쁜 일 끗 🙄 두시간동안 빡일했다
13,엠씨가 보자마자 천사인줄 알았다그래서 아니라고 어디서부터 뭐라 알려줘야할지 고민하는 제이크 보고싶다 일하나 같이 해주면 소원하나 들어주기 🙄 애도 안속을거라고 해서 할말잃어도 3
14,재밍 당대표 당선후 썩은 수박들 어떻게 행동하는지 보고 싶은 1인 🙄
15,언니랑 형부가 내일 통도사 거쳐서 남해안 돌아서 순천만까지 다녀오신다고 같이 가자는데 사람 마음이 또 가까운데 가면 보고 싶을 수도 있고 해서 태풍 핑계대고 안가기로🙄
16,낼  눈공유좀요   비맞은 애기 🙄
17,이번엔 포타에 누락이 있는데 내일 고칠래🙄 졸려
18,은하님 대머리취향🙄
19,잠들었는디 스트레스 안받고 좋네🙄
20,123 🙄ㅋ
21,고작 요고  분명 많이 산 거 같았는데🙄 62050
22,10분안에20애교  노인공경어드밴티지 알티만 🙄
23,정마알  심장 떨리게 할 줄 아는 남자아아   근데 누뉴 왜 프룩이 대답에 부끄러워해  🙄🙄🙄🙄🙄  1     4
24,0  이 기회에 친해져보는것도🙄🙄
25,새벽이니까 야한 거  🙄  섹트 대구 맘눌피
26,40000 이 오빠가 자꾸 사랑을 줘서 따로 사랑 받을 남친이 필요가 없어요🙄
27,6723 하앗🙄
28,ㅇㅌ 근데 육아하면 노예 상태 맞지 모 아니라곤 못하겠다 🙄
29,어제 롯시에서 산리오 포카 출력했는데 뽑고나서 보니 뭔가 ㅈㅐ휸쓰가 ㅁㅏ쿠 찍어주는거 같고 그르코 🙄😉🫢😘🐯🍑 2
30,입히는 거 안되면 씌우는 건 될까요🙄😏
31,오늘 야없날이려나 🙄 선수들 쉬는 건 좋은데 난  일요일 야없날 어떻게 살아야 하는지 모르는데
32,너무 창피하지만 집에 오는 길에 오늘 먹었던 것들 다 토했다 갑자기 그웨웨웩하더니 그웨웨웩함 🙄😭
33,어제 이겼어야지 이놈들아 오늘 우취되면 3일동안 패배의 기분을 느껴야 하잔니🙄 야없날 전엔 이기라고
34,01411 그리고 다음 선거도 어차피 2찍일테죠 🙄
35,220731 팬사인회  이동하지말라구 붙잡는거 너무 귀엽잖아🙄  성혁 탄  서성혁
36,스터디용 22 결국 이번주는 했다는 것에 의의를 러프한 선을이라기엔 진짜 너무 대강인게 역력했다 조금 더 바지런해지면 좋겠다🙄 31
37,2 만들어주시나욤 제것두 🙄🙄
38,왜 저렇게 여성화 호칭에 집착해 다른 좋은 표현 많잖아 라고 생각했더니 한국덕들도 남자아이돌한테 공주거리는군 🥴 어딜가나 그런사람들이 존재한다는 사실에 뜨아🥶 그래도 공식게시 글에선 자제 좀😑 팬들 노는곳에서야  자기맘대로 찬양하고 표현한들 🙄😑😏😑😑😑😑😑
39,나랑 26일에 갈 사람 있나 혹쉬🙄 05
40,야한거 한적 있다고도 말하지 않았는걸요 🙄
41,일반쓰레기 버림 음식물쓰레기 없음 도대체 초;날파리가 어디에서 나오는가 했더니 양파망이었다🙄 비오킬 뿌려도 소용있나 살충제이긴한데
42,아무래도 제일 속타고 짜증나는건 십오야 스텝이겟지만 40분은🙄
43,아크릴 키링으로도 하나 뽑을까🙄 세워두니까 일하다게 세번 쓰러뜨렸어 미안해 제이크 더워서 불꺼놨더니 안보였어🥺높은데로옮기기
44,아뉘 11일은 워너스 8월의 크리스마스 콘서트인데요🙄저 미신 안 믿어요진짜루🤥 2
45,저의 차애는 누구인 것 같나요🙄
