,tweet
0,의알감사해요🥺💞 의알해주신 분 중 한분께는 천사님 오시면 뭐라두 한장 그려드리겠습니다쭈섬 94
1,729 미아 양도 저요。。 🥺🫠
2,92830 나중에 뭐든 쏘울이 생기면 나줘요🥺
3,08 빼에에에에애애애액🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺
4,집에서 쉬고있징따나보고파🥺오늘 완전 더운데 더위 먹지 말고💜
5,햇님 오늘도 잔뜩 있다뇨🥺 오늘도 포장 화이팅이에요🥺💛
6,헤헤 그러게요 아쉽다아 언제 돌아오세여 돌아오면 나랑 만나조🥺🥺🥺
7,46 ㅜㅠ만족도 최고예요🥺👍잘 쓰겠습니다;;💕
8,이 말랑아기 어떡하니💦💦 잡아묵어🥺
9,확대해서 피부봐봐 진짜 솜털까지 다 보이는데 피부진짜너무좋아 너무 이뻐 원영이 🥺 363
10,그래도 끝까지 약 잘 챙겨드세요🥺🥺
11,0722 상대방이 받아드려야 장난이죠 ㅋㅋㅋㅋㅋㅋ 어이가 없네요 유채님 얼른 기분 풀리셨으면 좋겠네요ㅜ 이벵 감사합니다 🥺
12,201117 혹시 이미 끝났나요 🥺 핫트 지민이 가지고 싶은데
13,아육대 마스크 쓰고 촬영할 수는 없는거야 진짜 걱정됨🥺
14,34 헤헤 벨다님이 좋아해주시니 일부러 두장으로 연출한 보람이 샘솟아요🥹💙👍특히 시나모롤 미쿠 인형키링나오면 너무 행복할거같아서사심이 듬뿍 들어갔네요 헤헤 언젠가 벨다님의 미쿠도 꼭 보고싶어요🥺💙💙💙💙
15,크아아아 ㅠ 이 드라이함이  너뭏좋잔아여 🥺 파그러진  8
16,저 막콘도 잡고 슴콘도 잡았는데 어디를 가는 게 맞을까요 🥺
17,살 진짜 많이 빠진 게 사진으로도 느껴질 정도여서 눈물난다🥺🥺🥺
18,흔적 기관 같은 제 그뉵들을 발견 해 주시니 몸둘바를 모르겠고요 흑흑 조금 더 키워 보도록 하겠읍미다 ㅋㅋㅋㅋ ❣️🥺
19,0617 내 말을 알아듣지 못하는 건가 불안함에 더 애타게 울부짖어본다 치 치이 치 치 치 치이잇🥺 달링 나야 나 나 좀 도와줘
20,2 히우님🥺🥺🥺🥺🥺🥺🥺 무증상으로 휴유증없이 안아프게 잘 지나갈거애요ㅠㅠㅠ 약 밥 꼭 잘 챙겨드시길
21,너무 귀여워여🥺💙✨
22,고신원귀여워🥺
23,뭐야 왜 다들 지누 앓고 잇어요 나도 보고 싶어🥺🥺
24,노래만 잘하면 댈거가타 🥺👍
25,애가 적어도 시즌12는 말랐는데 롱코트로 꽁꽁 싸매고 다녀서 ㅋㅋ 딱 붙는 얇은 코트 입히면 호리호리 길쭉한 남자하나 완성일 듯🥺 마이키의 부름이나 기타 등등 공식 석상에선 단추 꼼꼼히 잠궈 몸선 강조되고 금욕미 물씬 풍기지만 정작 집 나설 때나 사건현장 뛰놀 땐 코트 펄럭이겠지ㅜㅜ 189
26,190304 012요🥺
27,보구시퍼어웅웅🥺
28,먼저 재밌게 즐기구 계세요😢 곧 따라갈게요🥺💗
29,ㅜㅜㅜㅜㅜ우우우 카메오인게아쉽다걍  더길구비중잇엇음 좋앗을텐데  담에 누구아역 이런것두 해봣으면😱🥺 하아  연기마니시켜돌라고요
30,감사해요 햇님 🥺🥺🥺🙏
31,꽃 피는🌺동백섬에🌊봄이🌸왔건만 🔥최강롯데🔥 형제👬떠난☔️부산항에🚢갈매기만🕊슬피우네💦 🔥최강롯데🔥 오륙도⛰돌아가는🌀연락선마다🛳 목 매여🗣불러봐도📣대답없는❌내 형제여🥺 돌아와요🎵부산항에⛴ 그리운😢내 형제여👬
32,9731 어엉어엉어엉 ㅠ 다비님 편한 날 말씀하시면 제가 부산 가는 것이 더 빠르지 않을까요🥺
33,치아이즈 보고싶다🥺
34,저두요 ㅠㅡㅠㅠㅠㅠㅠㅠㅠㅠ 짱설레요🥺
35,782 헤헤그럼 이제 쉽게 주무시는건가요 🥺👀
36,밴드버전  개좋다🥺
37,아 다시 보니까 호스트 재짱이 ;; 라고 써주셧넹 🥺 조으다  55
38,믿을게🥺
39,워뇽이 장기 분철 팟 구하시는 분 없나🥺🥺
40,ㅎㅋㅋㅋ갹 쪼아욧❤️❤️❤️이제이제 저도 이계정에만🥺
41,예쁘다🥺💕 454
42,모두의 익명 질문을 모집 중  최근 답변한 질문 ● 트친이 아니어도 가능하실까욥 ● 꽁지머리캐 주세요 ●  ● 트친소 열어주실 수 있나요🥺 질문상자 익명질문모집중  09
43,이다🥺
44,그렇다면 영광임니다🥺근데 레이님 말투 쿄카같으세요귀여우세여 짱ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
45,헉 그렇군요 계속 기다리고 있는데 도대체 언제 뜰런지ㅠㅠ 빨리 떴으면 좋겠네요🥺🥺🥺💦💦
46,원우 미모 미쳤어🥺
47,0517 갸아아아악 세상에 어쩐지 그림이 눈에잘 안들어오고 그랬는데 그거때문이였군요🥺💕💕허어어엉 당장 얼굴비율 공부랑 어두운곳은 확 어둡게 만드는거 연습하러 가겠씁니다☺💕 히히 여기ㅣ 피드백 맛집이네요🤤💕
48,아기공주 해린이🥺💝
49,;현금;  현금의 경우는 본문에 짧게 안내해드린 대로 거스름돈을 딱히 준비해서 가지 않기 때문에 일정 금액이 모여서 거스름돈을 구비할 수 있을 만큼의 현금이 모이지 않는 이상은 가급적 구매하시려는 굿즈의 액수에 맞게 현금을 준비 해주셔야 할 것 같습니다🥺🥺
50,증말루 🥺🥺🥺🥺🥺🥺🥺🥺
51,목소리들어보고싶으면들어봤으면인용후기  목소리 들어본 사람 꽤 있지 않나  알랴주세요🥺
52,고마우🥺❤️
53,크리드 실버마운틴 어벤투스 🥺🥺🥺
54,모두의 익명 질문을 모집 중  최근 답변한 질문 ● 속사님 제 동료가 되어주세요 ● 속사님 보고싶어요🥺🥺🥺🥺 ● 속사님 건강하시죠 ● 현생 힘내서 끝내고 왔으니  질문상자 익명질문모집중  693
55,🥺 애도리 결과  더 열심히 내일도 파이팅
56,230 헐제주 부럽댜 🥺🥺
57,순수🥺 061
