,tweet
0,새로운 도전자는 언제나 환영이야 🇬🇧😉
1,14 여코 좋죠 저도 여코로 시작했던 편;; 흐엉 그러게요 뵙고픈데 타이밍이 어긋나요ㅜㅜㅠ 그치만 저 오늘 어냑식 갑니댜 라시님두 오세요 횐추바도 가보고싶은데 언제 열리는지를 잘 몰라요 위치도🥺🥹 흑흑 열릴때 불러주시면 후다닥 달려갑니다😉😎👍👍 오늘 언약식 오시면 이따뵈어용;;
2,25 웅😉
3,아프지말고 조심히 댕겨와😉💓 6
4,드림어워즈투표불을지펴 요즘 애도리 알람 맞춰두고 제법 진심으로 하는 편 탐라 여러분도 같이해요오오 메인트에 아이디 있습니다💜😉
5,10 디지몬세계든 어디든 떠함세계로 갑시다😉😉😉
6,데바님두 쫀아에요😉
7,개개우스인가 후훗 담에 한번 직접 찾아뵙죠 😉
8,내가 진짜 많이 아끼는 울 아갱이 거 반말로 해봐요 ㅡㅡ 야 라고 애칭해도 다 받아준다니깡ㅇ 귀요미 나랑 뎀 짱 많이 하자구 😉
9,아프다고 배도라지청 직접 배달해주시는 사장님 어떤데 감사합니다 사랑합니다😉😘 18
10,7월 한달 쫄쫄 굶느라 너무 힘들었는데ㅜㅡㅜ 8월 한달은 포레를 6번 이나 본다😭😭 이번주 수원 다음주 대구 마지막 주 앙콘까지 축제다🎉 풍악을 울려라아✨🥳 텅텅 지갑은뭐 어떻게든 되겠지😉  이번주 쫌만 빨리 갔으면 👏👏서둘러줘
11,30 아니 이미 걸리셨었냐고요ㅠㅠㅠㅠㅠㅠ 저는 아직덜덜ㄹ 앗 젘ㅋㅋㅋㅋ 원래 닉은 미소입니다😉 편하신대로 불러주세요😆😆😆
12,21  5  그렇죠 행복지수 112배로 오르죠😉😉😉
13,페잉  언제든 열려있음  😉
14,9 호드님 호드님 저 이제 호드 쨩 😉💕 이라고 불러도 되죠
15,🍷퍼플 빛이 감도는 영롱한 진홍색 컬러 잘 익은 체리와 까시스 플럼과 같은 과실 풍미가 볶은 커피빈 감초 등의 달콤 쌉쌀한 항신료 향과 함께 어우러지는 오가닉 와인입니다   유럽 공식 기관에서 비건 인증과 유기농 인증을 마친 와인   오늘 오와에서 와인 한잔 어떠신가요 😉 0
16,222   노오우 안돼여친구 오케이😉
17,저 이거 새벽에 다 씀 맘찍한 분들 꼬옥 찾아서 보시길 😉🍧🫶🏻 96
18,5 햇빛쨍쨍한데 습한건 또뭐래요😆😆 행간단합시다용😉😉
19,린이준선물 으앙 ㅠㅠㅠ 언니 진짜 너무너무 고마워💗💗 잘먹을께 진짜ㅠㅠ 다음엔 더 큰걸로 가져갈게😳 너무너무 고맙고 같이 핫띵하자😉💗 진짜 고마워 잘먹을께🤤 0424 0
20,잘 잤지😉
21,챙기셨다니 다행이에요 남은 하루 어떻게 보내실 계획이신가요 😉
22,꺄 친해져요 😉🤍
23,마요이요😉
24,리링씌 나랑 오프까지한마당에 짱친안하면 써운당연히 나랑 짱친😘 못벗어나 나한테😉
25,저 바위랑 구름을 보면서 울 지민이랑 구름이형이 생각났어😊😇😉                      3
26,아니마지막 문장 진짜 뭐냐 🙄 ㅋㅋㅋ  인장이 인장잌ㅋㅋ 꽃별이 나도 사랑해😉💕
27,🎶：《看月亮爬上来😉백현이가 추천하는 노래를 듣고 있어요！저도 되게 좋아해요！😊이 노래는 제가 좋아하는 노래예요，에게 추천할게요，백현 씨도 이 노래를 좋아했으면 좋겠어요～제가 좋아하는 노래 꾸준히 공유할게요！😘  백현 백현아오늘은 4693
28,0 비록 다시 이어나가진 못했지만 그래두 작별 인사라도 할 수 있어 행복했어요 😉 감사해요 니지님 ˋˏ ♡ ˎˊ
29,🐱 나 기대된다 나 뭘까 🐹 우리 슈가는 언제나 달달하니까 꿀차😉 찻잔드는 융기 애옹미😍😍 애정하는 구룸메즈💜💜 3
30,1203 헤ㅔㅎ 그럼요믐님은 저한테 소원 빌고 싶은 거 있으실 때마다 구냥 말해주셔도 돼요믐님의 소원은 언제나 들어드릴 수 있으니까요😉❤️‍🔥히ㅣ히 좀따가 디엠으루 찾아갈게요๑°꒵°๑♡
31,왕언니 보러옴 😉👠 052
32,티켓팅하려면 손가락에 윤활유 좀 발라야겠엉😉
33,헉 정말요 오아 겹치는거 보기 힘든데😁 반가와요 샘😉
34,정말 신기하게 다들 각자 원하시는 멤버로 가져가셨어영😉
35,슨상님 기억나세요 저 그 전설의 사랑은 열린 문ㅠㅠ 오랜만에 다시 등장합니다 😉😉
36,그것도 맞아요😉😉💗💗💗
37,1 저도선물입니다😉
38,1414 에멧 꼬까 옷 입혀주시려는군요 해당 상점들 아이돌 인형이 메인이라 ㅋㅋㅋㅋㅋ 귀여운 우주복이나 간지나는 무대의상이 메인이었던 것 같은데물론 일상복도 있고요 그래도 퀄은 괜찮았어요 예쁜 옷 입히시고 자랑 해 주세요😉
39,21 하 내가 누구한테 배웠는데 😉
